from_status,to_status,delta_time,prev_invalid,group,user_id,problem_id
Wrong Answer,Runtime Error,914,False,G3,u143361448,p02553
Runtime Error,Compile Error,59246,False,G3,u143361448,p02553
Compile Error,Compile Error,44,False,G3,u143361448,p02553
Compile Error,Accepted,55,False,G3,u143361448,p02553
Time Limit Exceeded,Time Limit Exceeded,350,False,G3,u171399797,p02553
Time Limit Exceeded,Time Limit Exceeded,433,False,G3,u171399797,p02553
Time Limit Exceeded,Accepted,36244,False,G3,u171399797,p02553
Time Limit Exceeded,Wrong Answer,320,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,145,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,717,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,314,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,207,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,184,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,298,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,542,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,1689,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,735,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,252874,False,G3,u173167037,p02553
Wrong Answer,Wrong Answer,315,False,G3,u173167037,p02553
Wrong Answer,Accepted,146,False,G3,u173167037,p02553
Time Limit Exceeded,Wrong Answer,2425,False,G2,u184848230,p02553
Wrong Answer,Wrong Answer,406,False,G2,u184848230,p02553
Wrong Answer,Wrong Answer,1707,False,G2,u184848230,p02553
Wrong Answer,Wrong Answer,69,False,G2,u184848230,p02553
Wrong Answer,Accepted,7056,False,G2,u184848230,p02553
Time Limit Exceeded,Accepted,64725,False,G4,u186820109,p02553
Time Limit Exceeded,Wrong Answer,1238,False,G3,u187099008,p02553
Wrong Answer,Accepted,306,False,G3,u187099008,p02553
Time Limit Exceeded,Time Limit Exceeded,530,False,G1,u226081249,p02553
Time Limit Exceeded,Accepted,342,False,G4,u268467094,p02553
Time Limit Exceeded,Wrong Answer,1251,False,G4,u273339216,p02553
Wrong Answer,Wrong Answer,436,False,G4,u273339216,p02553
Wrong Answer,Wrong Answer,413,False,G4,u273339216,p02553
Wrong Answer,Wrong Answer,163,False,G4,u273339216,p02553
Wrong Answer,Wrong Answer,356,False,G4,u273339216,p02553
Wrong Answer,Accepted,2033,False,G4,u273339216,p02553
Time Limit Exceeded,Accepted,5235,False,G5,u278032600,p02553
Time Limit Exceeded,Accepted,991,False,G3,u286885881,p02553
Time Limit Exceeded,Accepted,280,False,G2,u287019970,p02553
Time Limit Exceeded,Wrong Answer,457,False,G2,u305720895,p02553
Wrong Answer,Wrong Answer,1500,False,G2,u305720895,p02553
Wrong Answer,Wrong Answer,761,False,G2,u305720895,p02553
Wrong Answer,Wrong Answer,148,False,G2,u305720895,p02553
Time Limit Exceeded,Accepted,8697,False,G3,u306198828,p02553
Time Limit Exceeded,Wrong Answer,520047,False,G3,u312172322,p02553
Wrong Answer,Wrong Answer,118,False,G3,u312172322,p02553
Wrong Answer,Accepted,38,False,G3,u312172322,p02553
Time Limit Exceeded,Accepted,101,False,G3,u315644810,p02553
Time Limit Exceeded,Wrong Answer,1456,False,G2,u358462889,p02553
Wrong Answer,Accepted,1466,False,G2,u358462889,p02553
Time Limit Exceeded,Accepted,1057,False,G6,u360509670,p02553
Time Limit Exceeded,Time Limit Exceeded,1589,False,G3,u395349728,p02553
Time Limit Exceeded,Time Limit Exceeded,7902,False,G3,u395349728,p02553
Time Limit Exceeded,Wrong Answer,388,False,G3,u397527963,p02553
Wrong Answer,Accepted,150,False,G3,u397527963,p02553
Time Limit Exceeded,Accepted,691,False,G3,u401047847,p02553
Time Limit Exceeded,Accepted,577,False,G2,u424836125,p02553
Time Limit Exceeded,Time Limit Exceeded,943,False,G3,u441902623,p02553
Time Limit Exceeded,Accepted,230,False,G3,u441902623,p02553
Time Limit Exceeded,Wrong Answer,199,False,G2,u460429041,p02553
Wrong Answer,Accepted,165,False,G2,u460429041,p02553
Time Limit Exceeded,Wrong Answer,704,False,G3,u468972478,p02553
Wrong Answer,Wrong Answer,346,False,G3,u468972478,p02553
Wrong Answer,Wrong Answer,109,False,G3,u468972478,p02553
Time Limit Exceeded,Accepted,400,False,G3,u473803059,p02553
Time Limit Exceeded,Wrong Answer,2238,False,,u474212171,p02553
Wrong Answer,Wrong Answer,264,False,,u474212171,p02553
Wrong Answer,Wrong Answer,290,False,,u474212171,p02553
Wrong Answer,Wrong Answer,54,False,,u474212171,p02553
Wrong Answer,Wrong Answer,115,False,,u474212171,p02553
Wrong Answer,Wrong Answer,1191,False,,u474212171,p02553
Wrong Answer,Wrong Answer,121,False,,u474212171,p02553
Time Limit Exceeded,Runtime Error,107,False,G5,u488884575,p02553
Runtime Error,Wrong Answer,29,False,G5,u488884575,p02553
Wrong Answer,Wrong Answer,395,False,G5,u488884575,p02553
Wrong Answer,Accepted,19,False,G5,u488884575,p02553
Time Limit Exceeded,Accepted,384,False,G5,u498677593,p02553
Time Limit Exceeded,Runtime Error,48513,False,G2,u501409901,p02553
Runtime Error,Compile Error,6753,False,G2,u501409901,p02553
Time Limit Exceeded,Accepted,151,False,G4,u518958552,p02553
Time Limit Exceeded,Accepted,214,False,G2,u519557161,p02553
Time Limit Exceeded,Accepted,1107,False,G6,u530606147,p02553
Time Limit Exceeded,Accepted,1505,False,G3,u531780070,p02553
Time Limit Exceeded,Wrong Answer,185,False,G5,u543700213,p02553
Wrong Answer,Accepted,229,False,G5,u543700213,p02553
Time Limit Exceeded,Wrong Answer,449,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,331,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,173,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,261,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,305,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,222,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,1346,False,G4,u544397444,p02553
Wrong Answer,Wrong Answer,155,False,G4,u544397444,p02553
Wrong Answer,Accepted,1778,False,G4,u544397444,p02553
Time Limit Exceeded,Time Limit Exceeded,126,False,G2,u561395682,p02553
Time Limit Exceeded,Accepted,790,False,G2,u561395682,p02553
Time Limit Exceeded,Wrong Answer,508,False,G4,u570962635,p02553
Wrong Answer,Wrong Answer,287,False,G4,u570962635,p02553
Wrong Answer,Wrong Answer,39,False,G4,u570962635,p02553
Wrong Answer,Wrong Answer,52,False,G4,u570962635,p02553
Wrong Answer,Wrong Answer,157,False,G4,u570962635,p02553
Wrong Answer,Accepted,4662,False,G4,u570962635,p02553
Time Limit Exceeded,Wrong Answer,1135,False,G3,u574913480,p02553
Wrong Answer,Wrong Answer,317,False,G3,u574913480,p02553
Wrong Answer,Wrong Answer,147,False,G3,u574913480,p02553
Wrong Answer,Wrong Answer,93,False,G3,u574913480,p02553
Wrong Answer,Accepted,840,False,G3,u574913480,p02553
Time Limit Exceeded,Runtime Error,1729,False,G3,u579746769,p02553
Runtime Error,Wrong Answer,399,False,G3,u579746769,p02553
Wrong Answer,Time Limit Exceeded,1638,False,G3,u579746769,p02553
Time Limit Exceeded,Accepted,3021,False,G3,u579746769,p02553
Time Limit Exceeded,Wrong Answer,2752,False,G4,u582803594,p02553
Wrong Answer,Wrong Answer,455,False,G4,u582803594,p02553
Wrong Answer,Wrong Answer,388,False,G4,u582803594,p02553
Time Limit Exceeded,Wrong Answer,2553,False,G1,u583190116,p02553
Time Limit Exceeded,Wrong Answer,1346,False,G2,u590219174,p02553
Time Limit Exceeded,Time Limit Exceeded,353,False,G3,u591390217,p02553
Time Limit Exceeded,Time Limit Exceeded,1022,False,G3,u591390217,p02553
Time Limit Exceeded,Accepted,348,False,G3,u591919975,p02553
Time Limit Exceeded,Accepted,413,False,G5,u605833494,p02553
Time Limit Exceeded,Wrong Answer,204,False,G3,u609576113,p02553
Wrong Answer,Accepted,145,False,G3,u609576113,p02553
Time Limit Exceeded,Wrong Answer,9198,False,G3,u636582303,p02553
Wrong Answer,Wrong Answer,128,False,G3,u636582303,p02553
Wrong Answer,Wrong Answer,374,False,G3,u636582303,p02553
Wrong Answer,Wrong Answer,126,False,G3,u636582303,p02553
Wrong Answer,Wrong Answer,107,False,G3,u636582303,p02553
Wrong Answer,Accepted,69,False,G3,u636582303,p02553
Time Limit Exceeded,Wrong Answer,53513,False,G3,u637387397,p02553
Wrong Answer,Wrong Answer,31,False,G3,u637387397,p02553
Wrong Answer,Accepted,325,False,G3,u637387397,p02553
Time Limit Exceeded,Accepted,614,False,G3,u646083276,p02553
Time Limit Exceeded,Wrong Answer,1746,False,G4,u669770320,p02553
Wrong Answer,Wrong Answer,145,False,G4,u669770320,p02553
Wrong Answer,Accepted,199,False,G4,u669770320,p02553
Time Limit Exceeded,Wrong Answer,1829,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,216,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,894,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,551,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,82,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,196,False,G3,u676653739,p02553
Wrong Answer,Wrong Answer,208,False,G3,u676653739,p02553
Wrong Answer,Accepted,1800,False,G3,u676653739,p02553
Time Limit Exceeded,Wrong Answer,2523,False,G2,u692489051,p02553
Time Limit Exceeded,Accepted,251,False,G3,u695800987,p02553
Time Limit Exceeded,Time Limit Exceeded,673,False,G4,u732647191,p02553
Time Limit Exceeded,Wrong Answer,626,False,G4,u732647191,p02553
Wrong Answer,Wrong Answer,160,False,G4,u732647191,p02553
Wrong Answer,Accepted,68,False,G4,u732647191,p02553
Time Limit Exceeded,Accepted,83,False,G4,u771383254,p02553
Time Limit Exceeded,Wrong Answer,543,False,G3,u772261431,p02553
Wrong Answer,Wrong Answer,672,False,G3,u772261431,p02553
Wrong Answer,Accepted,169,False,G3,u772261431,p02553
Time Limit Exceeded,Time Limit Exceeded,1031,False,G3,u794544096,p02553
Time Limit Exceeded,Time Limit Exceeded,389,False,G3,u794544096,p02553
Time Limit Exceeded,Wrong Answer,1481,False,G3,u794544096,p02553
Wrong Answer,Wrong Answer,521,False,G3,u794544096,p02553
Wrong Answer,Accepted,130,False,G3,u794544096,p02553
Time Limit Exceeded,Wrong Answer,276,False,G4,u805011545,p02553
Wrong Answer,Wrong Answer,136,False,G4,u805011545,p02553
Wrong Answer,Wrong Answer,97,False,G4,u805011545,p02553
Wrong Answer,Accepted,531,False,G4,u805011545,p02553
Time Limit Exceeded,Accepted,444,False,G4,u826331398,p02553
Time Limit Exceeded,Accepted,503,False,G4,u829999015,p02553
Time Limit Exceeded,Time Limit Exceeded,899,False,G3,u832026095,p02553
Time Limit Exceeded,Wrong Answer,1602,False,G3,u832026095,p02553
Wrong Answer,Wrong Answer,153,False,G3,u832026095,p02553
Wrong Answer,Wrong Answer,428,False,G3,u832026095,p02553
Wrong Answer,Wrong Answer,176,False,G3,u832026095,p02553
Wrong Answer,Wrong Answer,1136,False,G3,u832026095,p02553
Time Limit Exceeded,Time Limit Exceeded,522,False,G2,u836695640,p02553
Time Limit Exceeded,Wrong Answer,1658,False,G2,u836695640,p02553
Time Limit Exceeded,Runtime Error,341,False,G3,u847033024,p02553
Runtime Error,Wrong Answer,115,False,G3,u847033024,p02553
Wrong Answer,Wrong Answer,20062,False,G3,u847033024,p02553
Wrong Answer,Wrong Answer,73,False,G3,u847033024,p02553
Wrong Answer,Accepted,30,False,G3,u847033024,p02553
Time Limit Exceeded,Wrong Answer,449,False,G1,u860150008,p02553
Wrong Answer,Wrong Answer,384,False,G1,u860150008,p02553
Wrong Answer,Wrong Answer,440,False,G1,u860150008,p02553
Wrong Answer,Wrong Answer,173,False,G1,u860150008,p02553
Wrong Answer,Wrong Answer,99,False,G1,u860150008,p02553
Wrong Answer,Wrong Answer,2299,False,G1,u860150008,p02553
Time Limit Exceeded,Wrong Answer,1165,False,G1,u879962526,p02553
Wrong Answer,Wrong Answer,302,False,G1,u879962526,p02553
Wrong Answer,Wrong Answer,128,False,G1,u879962526,p02553
Wrong Answer,Wrong Answer,145,False,G1,u879962526,p02553
Wrong Answer,Wrong Answer,2893,False,G1,u879962526,p02553
Wrong Answer,Wrong Answer,141,False,G1,u879962526,p02553
Time Limit Exceeded,Accepted,862,False,G3,u882765852,p02553
Time Limit Exceeded,Accepted,453,False,G3,u886902015,p02553
Time Limit Exceeded,Wrong Answer,439,False,G3,u888933875,p02553
Wrong Answer,Accepted,36190,False,G3,u888933875,p02553
Time Limit Exceeded,Wrong Answer,653,False,G2,u903788002,p02553
Wrong Answer,Wrong Answer,15641,False,G2,u903788002,p02553
Wrong Answer,Accepted,360,False,G2,u903788002,p02553
Time Limit Exceeded,Wrong Answer,161,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,73,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,207,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,163,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,525,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,132,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,648,False,G3,u904537833,p02553
Wrong Answer,Wrong Answer,601,False,G3,u904537833,p02553
Wrong Answer,Accepted,176,False,G3,u904537833,p02553
Time Limit Exceeded,Wrong Answer,519708,False,G1,u915156705,p02553
Wrong Answer,Wrong Answer,45,False,G1,u915156705,p02553
Time Limit Exceeded,Accepted,2303,False,G4,u919274345,p02553
Time Limit Exceeded,Accepted,517,False,G4,u956318161,p02553
Time Limit Exceeded,Accepted,372,False,G2,u969238181,p02553
Time Limit Exceeded,Accepted,37,False,G3,u974478911,p02553
Time Limit Exceeded,Accepted,70,False,G3,u977605150,p02553
Time Limit Exceeded,Wrong Answer,1512,False,G3,u985726663,p02553
Wrong Answer,Accepted,344,False,G3,u985726663,p02553
Time Limit Exceeded,Accepted,605,False,G4,u994502918,p02553
Time Limit Exceeded,Accepted,140,False,G5,u089047774,p02571
Time Limit Exceeded,Time Limit Exceeded,66,False,G5,u155752351,p02571
Time Limit Exceeded,Time Limit Exceeded,71,False,G5,u155752351,p02571
Time Limit Exceeded,Time Limit Exceeded,115,False,G5,u155752351,p02571
Time Limit Exceeded,Time Limit Exceeded,124,False,G5,u155752351,p02571
Time Limit Exceeded,Time Limit Exceeded,242,False,G5,u155752351,p02571
Time Limit Exceeded,Accepted,2966,False,G5,u155752351,p02571
Time Limit Exceeded,Accepted,30,False,G6,u159603950,p02571
Time Limit Exceeded,Time Limit Exceeded,902,False,G3,u172892118,p02571
Time Limit Exceeded,Wrong Answer,483,False,G3,u172892118,p02571
Wrong Answer,Accepted,117,False,G3,u172892118,p02571
Time Limit Exceeded,Time Limit Exceeded,116,False,G5,u244257825,p02571
Time Limit Exceeded,Wrong Answer,523,False,G5,u244257825,p02571
Wrong Answer,Accepted,751,False,G5,u244257825,p02571
Time Limit Exceeded,Accepted,2540,False,G6,u347948131,p02571
Time Limit Exceeded,Wrong Answer,2109,False,G4,u354261726,p02571
Wrong Answer,Accepted,88644,False,G4,u354261726,p02571
Time Limit Exceeded,Accepted,127,False,G4,u426979591,p02571
Time Limit Exceeded,Wrong Answer,58506,False,G4,u492244370,p02571
Wrong Answer,Wrong Answer,262,False,G4,u492244370,p02571
Wrong Answer,Wrong Answer,262,False,G4,u492244370,p02571
Wrong Answer,Wrong Answer,83,False,G4,u492244370,p02571
Wrong Answer,Accepted,157,False,G4,u492244370,p02571
Time Limit Exceeded,Accepted,3090,False,G5,u562212298,p02571
Time Limit Exceeded,Wrong Answer,792,False,G3,u571582644,p02571
Wrong Answer,Accepted,851,False,G3,u571582644,p02571
Time Limit Exceeded,Time Limit Exceeded,210,False,G4,u628633224,p02571
Time Limit Exceeded,Accepted,178,False,G4,u628633224,p02571
Time Limit Exceeded,Time Limit Exceeded,129,False,G2,u733031018,p02571
Time Limit Exceeded,Time Limit Exceeded,1646,False,G2,u733031018,p02571
Time Limit Exceeded,Time Limit Exceeded,718,False,G4,u755499985,p02571
Time Limit Exceeded,Time Limit Exceeded,1228,False,G4,u755499985,p02571
Time Limit Exceeded,Accepted,1263,False,G6,u761475553,p02571
Time Limit Exceeded,Wrong Answer,86,False,G2,u767955597,p02571
Wrong Answer,Wrong Answer,347,False,G2,u767955597,p02571
Wrong Answer,Wrong Answer,48,False,G2,u767955597,p02571
Wrong Answer,Wrong Answer,235,False,G2,u767955597,p02571
Wrong Answer,Wrong Answer,74,False,G2,u767955597,p02571
Wrong Answer,Wrong Answer,328,False,G2,u767955597,p02571
Wrong Answer,Accepted,189,False,G2,u767955597,p02571
Time Limit Exceeded,Time Limit Exceeded,54,False,G5,u782930273,p02571
Time Limit Exceeded,Accepted,236,False,G5,u782930273,p02571
Time Limit Exceeded,Accepted,31,False,G6,u790012205,p02571
Time Limit Exceeded,Time Limit Exceeded,1014,False,G4,u845416499,p02571
Time Limit Exceeded,Wrong Answer,1193,False,G4,u845416499,p02571
Wrong Answer,Accepted,249,False,G4,u845416499,p02571
Time Limit Exceeded,Accepted,309,False,G2,u904067183,p02571
Time Limit Exceeded,Time Limit Exceeded,91,False,G4,u000557170,p02577
Time Limit Exceeded,Time Limit Exceeded,247,False,G4,u000557170,p02577
Time Limit Exceeded,Time Limit Exceeded,48,False,G4,u000557170,p02577
Time Limit Exceeded,Accepted,278,False,G4,u000557170,p02577
Time Limit Exceeded,Wrong Answer,166,False,G3,u014386369,p02577
Wrong Answer,Accepted,70,False,G3,u014386369,p02577
Time Limit Exceeded,Time Limit Exceeded,102,False,G4,u015767468,p02577
Time Limit Exceeded,Accepted,92,False,G4,u015767468,p02577
Time Limit Exceeded,Time Limit Exceeded,236,False,G6,u024383312,p02577
Time Limit Exceeded,Time Limit Exceeded,366,False,G6,u024383312,p02577
Time Limit Exceeded,Time Limit Exceeded,673,False,G6,u024383312,p02577
Time Limit Exceeded,Time Limit Exceeded,118,False,G6,u024383312,p02577
Time Limit Exceeded,Wrong Answer,265,False,G6,u024383312,p02577
Wrong Answer,Accepted,577,False,G6,u024383312,p02577
Time Limit Exceeded,Accepted,541,False,G5,u029325450,p02577
Time Limit Exceeded,Wrong Answer,697,False,G4,u033523569,p02577
Wrong Answer,Wrong Answer,120,False,G4,u033523569,p02577
Wrong Answer,Accepted,263778,False,G4,u033523569,p02577
Time Limit Exceeded,Accepted,297,False,G3,u049638283,p02577
Time Limit Exceeded,Accepted,180,False,G4,u049979154,p02577
Time Limit Exceeded,Runtime Error,74,False,G5,u053856575,p02577
Runtime Error,Time Limit Exceeded,81,False,G5,u053856575,p02577
Time Limit Exceeded,Accepted,130,False,G5,u053856575,p02577
Time Limit Exceeded,Wrong Answer,157,False,G3,u061835391,p02577
Wrong Answer,Accepted,247,False,G3,u061835391,p02577
Time Limit Exceeded,Accepted,143,False,G6,u064505481,p02577
Time Limit Exceeded,Accepted,235,False,G5,u067105756,p02577
Time Limit Exceeded,Accepted,626,False,G5,u068286457,p02577
Time Limit Exceeded,Compile Error,1518,False,G3,u069984050,p02577
Compile Error,Accepted,29,False,G3,u069984050,p02577
Time Limit Exceeded,Accepted,277,False,G3,u077816564,p02577
Time Limit Exceeded,Accepted,3695,False,G4,u086776991,p02577
Time Limit Exceeded,Accepted,225,False,G5,u097203476,p02577
Time Limit Exceeded,Time Limit Exceeded,92,False,G5,u099619676,p02577
Time Limit Exceeded,Accepted,689,False,G5,u099619676,p02577
Time Limit Exceeded,Accepted,633,False,G4,u100641536,p02577
Time Limit Exceeded,Accepted,177,False,G5,u101232733,p02577
Time Limit Exceeded,Compile Error,156,False,G2,u108129273,p02577
Compile Error,Accepted,477,False,G2,u108129273,p02577
Time Limit Exceeded,Accepted,370,False,G4,u108650331,p02577
Time Limit Exceeded,Accepted,318,False,G3,u109632368,p02577
Time Limit Exceeded,Accepted,410,False,G4,u116756586,p02577
Time Limit Exceeded,Runtime Error,263,False,G3,u119015607,p02577
Runtime Error,Runtime Error,352,False,G3,u119015607,p02577
Runtime Error,Accepted,109,False,G3,u119015607,p02577
Time Limit Exceeded,Time Limit Exceeded,393,False,G3,u128697000,p02577
Time Limit Exceeded,Accepted,284,False,G3,u128697000,p02577
Time Limit Exceeded,Time Limit Exceeded,3133,False,G5,u133864042,p02577
Time Limit Exceeded,Accepted,463,False,G5,u133864042,p02577
Time Limit Exceeded,Accepted,120,False,G4,u139850627,p02577
Time Limit Exceeded,Accepted,159,False,G3,u152712578,p02577
Time Limit Exceeded,Time Limit Exceeded,58,False,G5,u159144188,p02577
Time Limit Exceeded,Accepted,301,False,G5,u159144188,p02577
Time Limit Exceeded,Time Limit Exceeded,44,False,G4,u183158695,p02577
Time Limit Exceeded,Time Limit Exceeded,920,False,G4,u183158695,p02577
Time Limit Exceeded,Accepted,256,False,G4,u183158695,p02577
Time Limit Exceeded,Accepted,373,False,G4,u190167135,p02577
Time Limit Exceeded,Time Limit Exceeded,112,False,G5,u192154323,p02577
Time Limit Exceeded,Time Limit Exceeded,29,False,G5,u192154323,p02577
Time Limit Exceeded,Time Limit Exceeded,605,False,G5,u192154323,p02577
Time Limit Exceeded,Time Limit Exceeded,229,False,G5,u192154323,p02577
Time Limit Exceeded,Time Limit Exceeded,428,False,G5,u192154323,p02577
Time Limit Exceeded,Accepted,219,False,G5,u192154323,p02577
Time Limit Exceeded,Time Limit Exceeded,169,False,G4,u194228880,p02577
Time Limit Exceeded,Accepted,175,False,G4,u194228880,p02577
Time Limit Exceeded,Accepted,697,False,G4,u198065632,p02577
Time Limit Exceeded,Accepted,126,False,G6,u201387466,p02577
Time Limit Exceeded,Accepted,189,False,G4,u205042576,p02577
Time Limit Exceeded,Accepted,345,False,G3,u221489591,p02577
Time Limit Exceeded,Accepted,314,False,G3,u224989615,p02577
Time Limit Exceeded,Accepted,90,False,G6,u239528020,p02577
Time Limit Exceeded,Accepted,247,False,G4,u240256924,p02577
Time Limit Exceeded,Accepted,237,False,G5,u259190728,p02577
Time Limit Exceeded,Time Limit Exceeded,734,False,G4,u264818289,p02577
Time Limit Exceeded,Wrong Answer,134,False,G6,u267466261,p02577
Wrong Answer,Time Limit Exceeded,55,False,G6,u267466261,p02577
Time Limit Exceeded,Time Limit Exceeded,213,False,G6,u267466261,p02577
Time Limit Exceeded,Time Limit Exceeded,252,False,G6,u267466261,p02577
Time Limit Exceeded,Runtime Error,509,False,G6,u267466261,p02577
Runtime Error,Time Limit Exceeded,141,False,G6,u267466261,p02577
Time Limit Exceeded,Accepted,323,False,G6,u267466261,p02577
Time Limit Exceeded,Accepted,479,False,G4,u274005011,p02577
Time Limit Exceeded,Time Limit Exceeded,70,False,G5,u288335507,p02577
Time Limit Exceeded,Time Limit Exceeded,20,False,G5,u288335507,p02577
Time Limit Exceeded,Time Limit Exceeded,901,False,G5,u288335507,p02577
Time Limit Exceeded,Runtime Error,1742,False,G5,u288335507,p02577
Runtime Error,Runtime Error,112,False,G5,u288335507,p02577
Runtime Error,Accepted,262,False,G5,u288335507,p02577
Time Limit Exceeded,Accepted,316,False,G3,u295030042,p02577
Time Limit Exceeded,Time Limit Exceeded,137,False,G3,u297386570,p02577
Time Limit Exceeded,Accepted,527,False,G3,u297386570,p02577
Time Limit Exceeded,Time Limit Exceeded,127,False,,u299993052,p02577
Time Limit Exceeded,Accepted,322,False,,u299993052,p02577
Time Limit Exceeded,Time Limit Exceeded,159,False,G5,u301272559,p02577
Time Limit Exceeded,Time Limit Exceeded,123,False,G5,u301272559,p02577
Time Limit Exceeded,Time Limit Exceeded,334,False,G5,u301272559,p02577
Time Limit Exceeded,Accepted,515,False,G5,u301272559,p02577
Time Limit Exceeded,Accepted,155,False,G3,u302789073,p02577
Time Limit Exceeded,Accepted,193,False,G5,u305826668,p02577
Time Limit Exceeded,Runtime Error,226,False,G3,u319297006,p02577
Runtime Error,Accepted,272,False,G3,u319297006,p02577
Time Limit Exceeded,Accepted,1008,False,G3,u321065001,p02577
Time Limit Exceeded,Accepted,305,False,,u322442506,p02577
Time Limit Exceeded,Accepted,1021,False,G6,u324090406,p02577
Time Limit Exceeded,Accepted,368,False,G4,u325864493,p02577
Time Limit Exceeded,Accepted,237,False,G2,u333834362,p02577
Time Limit Exceeded,Accepted,1832,False,G3,u345523110,p02577
Time Limit Exceeded,Accepted,412,False,G5,u345778634,p02577
Time Limit Exceeded,Accepted,274,False,G3,u346707459,p02577
Time Limit Exceeded,Time Limit Exceeded,298,False,G5,u348293370,p02577
Time Limit Exceeded,Wrong Answer,430,False,G5,u348293370,p02577
Wrong Answer,Accepted,175,False,G5,u348293370,p02577
Time Limit Exceeded,Accepted,749,False,G5,u349724238,p02577
Time Limit Exceeded,Accepted,239,False,G4,u350491208,p02577
Time Limit Exceeded,Accepted,87,False,G4,u365491796,p02577
Time Limit Exceeded,Time Limit Exceeded,124,False,G6,u367794409,p02577
Time Limit Exceeded,Accepted,204,False,G6,u367794409,p02577
Time Limit Exceeded,Accepted,1161,False,G6,u384124931,p02577
Time Limit Exceeded,Runtime Error,177,False,,u388636486,p02577
Runtime Error,Time Limit Exceeded,308,False,,u388636486,p02577
Time Limit Exceeded,Accepted,245,False,,u388636486,p02577
Time Limit Exceeded,Accepted,930,False,G5,u397953026,p02577
Time Limit Exceeded,Time Limit Exceeded,156,False,G6,u401171259,p02577
Time Limit Exceeded,Time Limit Exceeded,68,False,G6,u401171259,p02577
Time Limit Exceeded,Accepted,2305,False,G6,u401171259,p02577
Time Limit Exceeded,Compile Error,177,False,G3,u405926935,p02577
Compile Error,Time Limit Exceeded,83,False,G3,u405926935,p02577
Time Limit Exceeded,Wrong Answer,169,False,G3,u405926935,p02577
