from_status,to_status,delta_time,prev_invalid,group,user_id,problem_id
Time Limit Exceeded,Time Limit Exceeded,127,False,G6,u279460955,p02551
Time Limit Exceeded,Accepted,487,False,G6,u279460955,p02551
Time Limit Exceeded,Time Limit Exceeded,284,False,G6,u285443936,p02551
Time Limit Exceeded,Time Limit Exceeded,66,False,G6,u285443936,p02551
Time Limit Exceeded,Accepted,69,False,G6,u293764826,p02551
Time Limit Exceeded,Accepted,1783,False,G6,u300665398,p02551
Time Limit Exceeded,Time Limit Exceeded,221,False,G6,u322177979,p02551
Time Limit Exceeded,Time Limit Exceeded,1477,False,G6,u332258971,p02551
Time Limit Exceeded,Accepted,809,False,G6,u334624175,p02551
Time Limit Exceeded,Wrong Answer,200,False,G5,u342813305,p02551
Time Limit Exceeded,Accepted,239,False,G6,u347057617,p02551
Time Limit Exceeded,Wrong Answer,72611,False,G6,u348805958,p02551
Wrong Answer,Accepted,263,False,G6,u348805958,p02551
Time Limit Exceeded,Accepted,95322,False,G6,u361173382,p02551
Time Limit Exceeded,Accepted,1626,False,G6,u364693468,p02551
Time Limit Exceeded,Time Limit Exceeded,43,False,G6,u367794409,p02551
Time Limit Exceeded,Time Limit Exceeded,211,False,G6,u367794409,p02551
Time Limit Exceeded,Time Limit Exceeded,46,False,G6,u367794409,p02551
Time Limit Exceeded,Time Limit Exceeded,258,False,,u376291266,p02551
Time Limit Exceeded,Time Limit Exceeded,124,False,,u376291266,p02551
Time Limit Exceeded,Time Limit Exceeded,1382,False,,u376291266,p02551
Time Limit Exceeded,Accepted,710,False,,u376291266,p02551
Time Limit Exceeded,Accepted,66,False,G6,u401171259,p02551
Time Limit Exceeded,Time Limit Exceeded,216,False,G6,u413165887,p02551
Time Limit Exceeded,Time Limit Exceeded,180,False,G6,u425701555,p02551
Time Limit Exceeded,Accepted,528,False,G6,u425701555,p02551
Time Limit Exceeded,Accepted,40,False,G6,u431907935,p02551
Time Limit Exceeded,Compile Error,461,False,G6,u432688695,p02551
Compile Error,Accepted,42,False,G6,u432688695,p02551
Time Limit Exceeded,Time Limit Exceeded,607,False,,u434495129,p02551
Time Limit Exceeded,Time Limit Exceeded,269,False,,u434495129,p02551
Time Limit Exceeded,Accepted,42755,False,,u434495129,p02551
Time Limit Exceeded,Wrong Answer,1976,False,G6,u452505906,p02551
Wrong Answer,Time Limit Exceeded,77,False,G6,u452505906,p02551
Time Limit Exceeded,Accepted,14204,False,G6,u452505906,p02551
Time Limit Exceeded,Time Limit Exceeded,1385,False,G6,u454093752,p02551
Time Limit Exceeded,Accepted,68926,False,G6,u454093752,p02551
Time Limit Exceeded,Runtime Error,601,False,G6,u477456501,p02551
Runtime Error,Time Limit Exceeded,25,False,G6,u477456501,p02551
Time Limit Exceeded,Time Limit Exceeded,35,False,G6,u477456501,p02551
Time Limit Exceeded,Accepted,76,False,G6,u477456501,p02551
Time Limit Exceeded,Time Limit Exceeded,234,False,G6,u491376630,p02551
Time Limit Exceeded,Time Limit Exceeded,1233,False,G6,u491376630,p02551
Time Limit Exceeded,Time Limit Exceeded,881,False,G6,u491376630,p02551
Time Limit Exceeded,Time Limit Exceeded,4839,False,G6,u491376630,p02551
Time Limit Exceeded,Accepted,583,False,G6,u491376630,p02551
Time Limit Exceeded,Time Limit Exceeded,205,False,G6,u504543992,p02551
Time Limit Exceeded,Time Limit Exceeded,1338,False,G6,u504543992,p02551
Time Limit Exceeded,Accepted,137,False,G6,u504836877,p02551
Time Limit Exceeded,Wrong Answer,294,False,G4,u510582860,p02551
Wrong Answer,Wrong Answer,904,False,G4,u510582860,p02551
Wrong Answer,Wrong Answer,289,False,G4,u510582860,p02551
Wrong Answer,Time Limit Exceeded,854,False,G4,u510582860,p02551
Time Limit Exceeded,Time Limit Exceeded,17663,False,G4,u510582860,p02551
Time Limit Exceeded,Time Limit Exceeded,366,False,G4,u510582860,p02551
Time Limit Exceeded,Time Limit Exceeded,84886,False,G6,u515740713,p02551
Time Limit Exceeded,Accepted,29,False,G6,u515740713,p02551
Time Limit Exceeded,Accepted,237,False,G6,u519759783,p02551
Time Limit Exceeded,Accepted,3969,False,G6,u520276780,p02551
Time Limit Exceeded,Wrong Answer,17673,False,G5,u529922586,p02551
Time Limit Exceeded,Time Limit Exceeded,222,False,G6,u534542874,p02551
Time Limit Exceeded,Time Limit Exceeded,357,False,G6,u534542874,p02551
Time Limit Exceeded,Accepted,2320,False,G6,u534542874,p02551
Time Limit Exceeded,Time Limit Exceeded,298,False,G6,u548962258,p02551
Time Limit Exceeded,Time Limit Exceeded,97,False,G6,u548962258,p02551
Time Limit Exceeded,Wrong Answer,2432,False,G6,u548962258,p02551
Wrong Answer,Wrong Answer,92,False,G6,u548962258,p02551
Wrong Answer,Accepted,3778,False,G6,u548962258,p02551
Time Limit Exceeded,Accepted,1008,False,G6,u568652083,p02551
Time Limit Exceeded,Time Limit Exceeded,257,False,G6,u570659423,p02551
Time Limit Exceeded,Accepted,413,False,G6,u570659423,p02551
Time Limit Exceeded,Time Limit Exceeded,284,False,G6,u580792230,p02551
Time Limit Exceeded,Wrong Answer,75,False,G6,u580792230,p02551
Wrong Answer,Accepted,559,False,G6,u580792230,p02551
Time Limit Exceeded,Accepted,2341,False,G6,u587366956,p02551
Time Limit Exceeded,Time Limit Exceeded,1255,False,G6,u591808161,p02551
Time Limit Exceeded,Time Limit Exceeded,2895,False,G6,u591808161,p02551
Time Limit Exceeded,Time Limit Exceeded,810,False,G6,u591808161,p02551
Time Limit Exceeded,Time Limit Exceeded,193,False,G6,u591808161,p02551
Time Limit Exceeded,Accepted,5843,False,G6,u591808161,p02551
Time Limit Exceeded,Time Limit Exceeded,1398,False,G5,u593307566,p02551
Time Limit Exceeded,Time Limit Exceeded,851,False,G5,u593307566,p02551
Time Limit Exceeded,Accepted,6582,False,G6,u618697411,p02551
Time Limit Exceeded,Accepted,71,False,G6,u619274951,p02551
Time Limit Exceeded,Wrong Answer,59835,False,G6,u621904504,p02551
Wrong Answer,Time Limit Exceeded,327,False,G6,u621904504,p02551
Time Limit Exceeded,Accepted,862,False,G6,u621904504,p02551
Time Limit Exceeded,Accepted,4703,False,G6,u635731706,p02551
Time Limit Exceeded,Time Limit Exceeded,672,False,G6,u639203570,p02551
Time Limit Exceeded,Time Limit Exceeded,5241,False,G6,u639203570,p02551
Time Limit Exceeded,Accepted,4806,False,G6,u639203570,p02551
Time Limit Exceeded,Time Limit Exceeded,632,False,G6,u652363293,p02551
Time Limit Exceeded,Accepted,6463,False,G6,u652363293,p02551
Time Limit Exceeded,Time Limit Exceeded,448,False,G6,u707960254,p02551
Time Limit Exceeded,Runtime Error,615,False,G6,u707960254,p02551
Runtime Error,Runtime Error,141,False,G6,u707960254,p02551
Runtime Error,Wrong Answer,274,False,G6,u707960254,p02551
Wrong Answer,Time Limit Exceeded,1146,False,G6,u707960254,p02551
Time Limit Exceeded,Time Limit Exceeded,470,False,G6,u724687935,p02551
Time Limit Exceeded,Accepted,1826,False,G6,u724687935,p02551
Time Limit Exceeded,Time Limit Exceeded,167,False,G6,u726285999,p02551
Time Limit Exceeded,Accepted,1968,False,G6,u726285999,p02551
Time Limit Exceeded,Accepted,6124,False,G6,u729186675,p02551
Time Limit Exceeded,Time Limit Exceeded,108,False,G6,u749805841,p02551
Time Limit Exceeded,Accepted,2139,False,G6,u749805841,p02551
Time Limit Exceeded,Time Limit Exceeded,1922,False,G6,u762603420,p02551
Time Limit Exceeded,Accepted,187,False,G6,u762603420,p02551
Time Limit Exceeded,Accepted,617,False,G6,u775900747,p02551
Time Limit Exceeded,Accepted,636,False,G6,u782098901,p02551
Time Limit Exceeded,Time Limit Exceeded,1425,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,195,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,164463,False,,u793981991,p02551
Time Limit Exceeded,Runtime Error,182,False,,u793981991,p02551
Runtime Error,Time Limit Exceeded,75,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,6397,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,92,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,340,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,204,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,44,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,5168,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,1355,False,,u793981991,p02551
Time Limit Exceeded,Time Limit Exceeded,781,False,,u793981991,p02551
Time Limit Exceeded,Wrong Answer,1323,False,,u793981991,p02551
Wrong Answer,Wrong Answer,84,False,,u793981991,p02551
Wrong Answer,Accepted,89,False,,u793981991,p02551
Time Limit Exceeded,Accepted,17159,False,G6,u798136015,p02551
Time Limit Exceeded,Time Limit Exceeded,151,False,G6,u805616568,p02551
Time Limit Exceeded,Accepted,1056,False,G6,u805616568,p02551
Time Limit Exceeded,Time Limit Exceeded,1152,False,G6,u823855263,p02551
Time Limit Exceeded,Accepted,658,False,G6,u835523614,p02551
Time Limit Exceeded,Wrong Answer,218,False,G4,u839810587,p02551
Time Limit Exceeded,Time Limit Exceeded,75,False,G6,u842170774,p02551
Time Limit Exceeded,Accepted,325,False,G6,u842170774,p02551
Time Limit Exceeded,Time Limit Exceeded,559,False,G6,u845608451,p02551
Time Limit Exceeded,Accepted,976,False,G6,u845608451,p02551
Time Limit Exceeded,Compile Error,124,False,G6,u846952042,p02551
Compile Error,Time Limit Exceeded,54,False,G6,u846952042,p02551
Time Limit Exceeded,Accepted,44234,False,G6,u846952042,p02551
Time Limit Exceeded,Accepted,728,False,G6,u855429581,p02551
Time Limit Exceeded,Time Limit Exceeded,149,False,G6,u858670323,p02551
Time Limit Exceeded,Compile Error,16335,False,G6,u858670323,p02551
Compile Error,Accepted,43,False,G6,u858670323,p02551
Time Limit Exceeded,Time Limit Exceeded,809,False,G6,u879391720,p02551
Time Limit Exceeded,Accepted,683,False,G6,u879391720,p02551
Time Limit Exceeded,Runtime Error,117,False,G5,u880400515,p02551
Runtime Error,Time Limit Exceeded,990,False,G5,u880400515,p02551
Time Limit Exceeded,Time Limit Exceeded,574,False,G5,u880400515,p02551
Time Limit Exceeded,Accepted,19489,False,G6,u897013415,p02551
Time Limit Exceeded,Runtime Error,729,False,G6,u931189377,p02551
Time Limit Exceeded,Time Limit Exceeded,68,False,G6,u950603962,p02551
Time Limit Exceeded,Accepted,13035,False,G6,u950603962,p02551
Time Limit Exceeded,Accepted,281,False,G6,u976983883,p02551
Time Limit Exceeded,Time Limit Exceeded,320,False,G6,u980205854,p02551
Time Limit Exceeded,Time Limit Exceeded,198,False,G6,u980205854,p02551
Time Limit Exceeded,Time Limit Exceeded,379,False,G6,u980205854,p02551
Time Limit Exceeded,Time Limit Exceeded,13,False,G6,u980205854,p02551
Time Limit Exceeded,Time Limit Exceeded,265,False,G6,u980205854,p02551
Time Limit Exceeded,Wrong Answer,632,False,G6,u990726146,p02551
Wrong Answer,Accepted,70263,False,G6,u990726146,p02551
Time Limit Exceeded,Time Limit Exceeded,1824,False,G6,u997641430,p02551
Time Limit Exceeded,Time Limit Exceeded,2849,False,G6,u997641430,p02551
Time Limit Exceeded,Accepted,9549,False,G6,u001036287,p02557
Time Limit Exceeded,Wrong Answer,1241,False,G6,u001769145,p02557
Time Limit Exceeded,Wrong Answer,219,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,204,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,566,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,114,False,G6,u004311543,p02557
Wrong Answer,Time Limit Exceeded,477,False,G6,u004311543,p02557
Time Limit Exceeded,Runtime Error,313,False,G6,u004311543,p02557
Runtime Error,Runtime Error,67,False,G6,u004311543,p02557
Runtime Error,Wrong Answer,939,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,33,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,150,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,352,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,91,False,G6,u004311543,p02557
Wrong Answer,Wrong Answer,13,False,G6,u004311543,p02557
Wrong Answer,Accepted,96,False,G6,u004311543,p02557
Time Limit Exceeded,Time Limit Exceeded,282,False,G6,u011220523,p02557
Time Limit Exceeded,Accepted,180,False,G6,u011220523,p02557
Time Limit Exceeded,Runtime Error,626,False,G5,u017050982,p02557
Runtime Error,Wrong Answer,149,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,449,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,1027,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,80,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,548,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,55,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,181,False,G5,u017050982,p02557
Wrong Answer,Wrong Answer,118,False,G5,u017050982,p02557
Time Limit Exceeded,Accepted,198,False,G6,u017810624,p02557
Time Limit Exceeded,Wrong Answer,95,False,G6,u025464133,p02557
Wrong Answer,Wrong Answer,39,False,G6,u025464133,p02557
Wrong Answer,Time Limit Exceeded,96,False,G6,u025464133,p02557
Time Limit Exceeded,Wrong Answer,484433,False,G6,u025464133,p02557
Wrong Answer,Wrong Answer,167,False,G6,u025464133,p02557
Wrong Answer,Wrong Answer,147,False,G6,u025464133,p02557
Wrong Answer,Wrong Answer,80,False,G6,u025464133,p02557
Wrong Answer,Compile Error,158,False,G6,u025464133,p02557
Compile Error,Compile Error,34,False,G6,u025464133,p02557
Compile Error,Wrong Answer,27,False,G6,u025464133,p02557
Wrong Answer,Accepted,250,False,G6,u025464133,p02557
Time Limit Exceeded,Time Limit Exceeded,439,False,G5,u028061225,p02557
Time Limit Exceeded,Time Limit Exceeded,949,False,G5,u028061225,p02557
Time Limit Exceeded,Wrong Answer,89,False,G5,u028061225,p02557
Time Limit Exceeded,Wrong Answer,2709,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,100,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,59,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,780,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,509,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,32,False,G6,u030992242,p02557
Wrong Answer,Wrong Answer,93,False,G6,u030992242,p02557
Wrong Answer,Runtime Error,145,False,G6,u030992242,p02557
Time Limit Exceeded,Wrong Answer,80,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,280,False,G6,u045289115,p02557
Wrong Answer,Compile Error,146,False,G6,u045289115,p02557
Compile Error,Wrong Answer,34,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,130,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,491,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,139,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,922,False,G6,u045289115,p02557
Wrong Answer,Runtime Error,703,False,G6,u045289115,p02557
Runtime Error,Wrong Answer,81,False,G6,u045289115,p02557
Wrong Answer,Wrong Answer,292,False,G6,u045289115,p02557
Wrong Answer,Accepted,734,False,G6,u045289115,p02557
Time Limit Exceeded,Runtime Error,60,False,G6,u049708565,p02557
Runtime Error,Runtime Error,106,False,G6,u049708565,p02557
Runtime Error,Wrong Answer,108,False,G6,u049708565,p02557
Wrong Answer,Wrong Answer,143,False,G6,u049708565,p02557
Wrong Answer,Wrong Answer,33,False,G6,u049708565,p02557
Wrong Answer,Wrong Answer,356,False,G6,u049708565,p02557
Wrong Answer,Wrong Answer,48720,False,G6,u049708565,p02557
Wrong Answer,Wrong Answer,143,False,G6,u049708565,p02557
Wrong Answer,Runtime Error,221,False,G6,u049708565,p02557
Runtime Error,Runtime Error,75,False,G6,u049708565,p02557
Time Limit Exceeded,Time Limit Exceeded,144,False,G6,u066029197,p02557
Time Limit Exceeded,Time Limit Exceeded,372,False,G6,u066029197,p02557
Time Limit Exceeded,Accepted,126990,False,G6,u066029197,p02557
Time Limit Exceeded,Wrong Answer,140,False,G6,u066920386,p02557
Wrong Answer,Time Limit Exceeded,565,False,G6,u066920386,p02557
Time Limit Exceeded,Wrong Answer,72,False,G6,u066920386,p02557
Wrong Answer,Time Limit Exceeded,157,False,G6,u066920386,p02557
Time Limit Exceeded,Accepted,471,False,G6,u066920386,p02557
Time Limit Exceeded,Time Limit Exceeded,95,False,G6,u071282706,p02557
Time Limit Exceeded,Wrong Answer,1685,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,381,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,66,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,82,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,169,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,103,False,G6,u071282706,p02557
Wrong Answer,Wrong Answer,3976,False,G6,u071282706,p02557
Wrong Answer,Accepted,540,False,G6,u071282706,p02557
Time Limit Exceeded,Wrong Answer,661,False,G5,u074220993,p02557
Wrong Answer,Wrong Answer,78,False,G5,u074220993,p02557
Wrong Answer,Runtime Error,617,False,G5,u074220993,p02557
Runtime Error,Time Limit Exceeded,35,False,G5,u074220993,p02557
Time Limit Exceeded,Wrong Answer,608,False,G6,u087295942,p02557
Wrong Answer,Wrong Answer,983,False,G6,u087295942,p02557
Time Limit Exceeded,Runtime Error,138,False,G6,u092650292,p02557
Runtime Error,Runtime Error,3032,False,G6,u092650292,p02557
Time Limit Exceeded,Wrong Answer,435,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,150,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,261,False,G5,u095094246,p02557
Wrong Answer,Runtime Error,101,False,G5,u095094246,p02557
Runtime Error,Wrong Answer,272,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,834,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,64,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,150,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,72,False,G5,u095094246,p02557
Wrong Answer,Wrong Answer,51,False,G5,u095094246,p02557
Time Limit Exceeded,Wrong Answer,302,False,G5,u095158178,p02557
Wrong Answer,Time Limit Exceeded,162,False,G5,u095158178,p02557
Time Limit Exceeded,Time Limit Exceeded,1380,False,G3,u117010804,p02557
Time Limit Exceeded,Wrong Answer,309,False,G6,u149419355,p02557
Wrong Answer,Wrong Answer,760,False,G6,u149419355,p02557
Wrong Answer,Wrong Answer,253,False,G6,u149419355,p02557
Time Limit Exceeded,Wrong Answer,271,False,G6,u152417130,p02557
Wrong Answer,Runtime Error,436,False,G6,u152417130,p02557
Runtime Error,Runtime Error,15,False,G6,u152417130,p02557
Runtime Error,Time Limit Exceeded,58,False,G6,u152417130,p02557
Time Limit Exceeded,Time Limit Exceeded,98,False,G6,u152417130,p02557
Time Limit Exceeded,Runtime Error,85,False,G6,u152417130,p02557
Runtime Error,Accepted,77,False,G6,u152417130,p02557
Time Limit Exceeded,Wrong Answer,95,False,G6,u161323909,p02557
Wrong Answer,Accepted,43,False,G6,u161323909,p02557
Time Limit Exceeded,Time Limit Exceeded,72,False,G6,u164112876,p02557
Time Limit Exceeded,Time Limit Exceeded,842,False,G6,u164112876,p02557
Time Limit Exceeded,Wrong Answer,183950,False,G6,u164112876,p02557
Wrong Answer,Wrong Answer,1118,False,G6,u164112876,p02557
Wrong Answer,Wrong Answer,146,False,G6,u164112876,p02557
Wrong Answer,Accepted,97,False,G6,u164112876,p02557
Time Limit Exceeded,Time Limit Exceeded,691,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,297,False,G6,u170199544,p02557
Time Limit Exceeded,Wrong Answer,378,False,G6,u170199544,p02557
Wrong Answer,Time Limit Exceeded,115,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,505,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,53,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,164,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,265,False,G6,u170199544,p02557
Time Limit Exceeded,Time Limit Exceeded,73,False,G6,u170199544,p02557
Time Limit Exceeded,Wrong Answer,14431,False,G6,u170199544,p02557
Wrong Answer,Wrong Answer,396,False,G6,u170199544,p02557
Wrong Answer,Accepted,71250,False,G6,u170199544,p02557
Time Limit Exceeded,Wrong Answer,38,False,G6,u175132119,p02557
Wrong Answer,Time Limit Exceeded,717,False,G6,u175132119,p02557
Time Limit Exceeded,Wrong Answer,36,False,G6,u175132119,p02557
Wrong Answer,Time Limit Exceeded,2281,False,G6,u175132119,p02557
Time Limit Exceeded,Wrong Answer,50593,False,G6,u175132119,p02557
Wrong Answer,Wrong Answer,525,False,G6,u175132119,p02557
Time Limit Exceeded,Time Limit Exceeded,165,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,524,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,134,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,184,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,114,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,90,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,84,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,47,False,G6,u190507186,p02557
Time Limit Exceeded,Time Limit Exceeded,52,False,G6,u190507186,p02557
Time Limit Exceeded,Wrong Answer,47,False,G6,u190507186,p02557
Wrong Answer,Wrong Answer,58,False,G6,u190507186,p02557
Wrong Answer,Runtime Error,150,False,G6,u190507186,p02557
Runtime Error,Runtime Error,5318,False,G6,u190507186,p02557
Runtime Error,Wrong Answer,4881,False,G6,u190507186,p02557
Wrong Answer,Wrong Answer,119,False,G6,u190507186,p02557
Wrong Answer,Wrong Answer,1157,False,G6,u190507186,p02557
Time Limit Exceeded,Wrong Answer,1680,False,G6,u208713671,p02557
Wrong Answer,Wrong Answer,1056,False,G6,u208713671,p02557
Wrong Answer,Wrong Answer,397,False,G6,u208713671,p02557
Wrong Answer,Accepted,38,False,G6,u208713671,p02557
Time Limit Exceeded,Time Limit Exceeded,279,False,G5,u210827208,p02557
Time Limit Exceeded,Wrong Answer,858,False,G5,u210827208,p02557
Wrong Answer,Wrong Answer,77,False,G5,u210827208,p02557
Wrong Answer,Wrong Answer,370,False,G5,u210827208,p02557
Wrong Answer,Wrong Answer,415,False,G5,u210827208,p02557
Time Limit Exceeded,Accepted,1003,False,G6,u217609546,p02557
Time Limit Exceeded,Wrong Answer,388,False,G5,u219029557,p02557
Wrong Answer,Wrong Answer,640,False,G5,u219029557,p02557
Wrong Answer,Wrong Answer,115,False,G5,u219029557,p02557
Wrong Answer,Wrong Answer,165,False,G5,u219029557,p02557
Wrong Answer,Wrong Answer,285,False,G5,u219029557,p02557
Time Limit Exceeded,Accepted,156,False,G6,u222602662,p02557
Time Limit Exceeded,Wrong Answer,2607,False,G5,u233973474,p02557
Wrong Answer,Wrong Answer,1078,False,G5,u233973474,p02557
Time Limit Exceeded,Time Limit Exceeded,169,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,490,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,192,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,42,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,144,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,187,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,83,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,6,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,57,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,20,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,76,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,7,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,55,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,11,False,G5,u235210692,p02557
Time Limit Exceeded,Time Limit Exceeded,51,False,G5,u235210692,p02557
Time Limit Exceeded,Wrong Answer,155,False,G6,u268750247,p02557
