group,RJ_pattern,resolution_time_sec
G6,Compile Error,56
G6,Compile Error,15
G6,Compile Error,37
G6,Compile Error,27
G6,Compile Error,57
G6,Compile Error,2685
G6,Compile Error,121
G6,Compile Error,159
G6,Compile Error,85
G6,Compile Error,74
G6,Compile Error,163
G6,Compile Error,33
G6,Compile Error,102
G6,Compile Error,44
G6,Compile Error,74
G6,Compile Error,161
G6,Compile Error,36
G6,Compile Error,49
G6,Compile Error,80
G6,Compile Error,11
G6,Compile Error,27561
G6,Compile Error,46
G6,Compile Error,706
G6,Compile Error,62
G6,Compile Error,262
G6,Compile Error,49
G6,Compile Error,95
G6,Compile Error,43
G6,Compile Error,94
G6,Compile Error,17
G6,Compile Error,30
G6,Compile Error,516
G6,Compile Error,5220
G6,Compile Error,737
G6,Compile Error,25
G6,Compile Error,165
G6,Compile Error,56
G6,Compile Error,77
G6,Compile Error,133
G6,Compile Error,61
G6,Compile Error,135
G6,Compile Error,93
G6,Compile Error,39
G6,Compile Error,56
G6,Compile Error,83
G6,Compile Error,24
G6,Compile Error,103
G6,Compile Error,97
G6,Compile Error,20
G6,Compile Error,112
G6,Compile Error,23
G6,Compile Error,63
G6,Compile Error,26
G6,Compile Error,11
G6,Compile Error,58
G6,Compile Error,147
G6,Compile Error,276
G6,Compile Error,38
G6,Compile Error,43
G6,Compile Error,42
G6,Compile Error,57
G6,Compile Error,73
G6,Compile Error,121
G6,Compile Error,55
G6,Compile Error,121
G6,Compile Error,39
G6,Compile Error,51
G6,Compile Error,55
G6,Compile Error,66
G6,Compile Error,57
G6,Compile Error,73
G6,Compile Error,299
G6,Compile Error,34
G6,Compile Error,27
G6,Compile Error,246
G6,Compile Error,160
G6,Compile Error,58
G6,Compile Error,623
G6,Compile Error,24
G6,Compile Error,61
G6,Compile Error,35
G6,Compile Error,45
G6,Compile Error,10
G6,Compile Error,25
G6,Compile Error,19
G6,Compile Error,128
G6,Compile Error,49
G6,Compile Error,93
G6,Compile Error,40
G6,Compile Error,118
G6,Compile Error,68
G6,Compile Error,48
G6,Compile Error,520
G6,Compile Error,17
G6,Compile Error,17
G6,Compile Error,17
G6,Compile Error,25
G6,Compile Error,91
G6,Compile Error,50
G6,Compile Error,46
G6,Compile Error,869
G6,Compile Error,120
G6,Compile Error,134
G6,Compile Error,48
G6,Compile Error,105
G6,Compile Error,178
G6,Compile Error,24
G6,Compile Error,104
G6,Compile Error,22
G6,Compile Error,138
G6,Compile Error,59
G6,Compile Error,1062
G6,Compile Error,93
G6,Compile Error,39
G6,Compile Error,1000
G6,Compile Error,110
G6,Compile Error,26
G6,Compile Error,162
G6,Compile Error,690
G6,Compile Error,26
G6,Compile Error,63
G6,Compile Error,18
G6,Compile Error,105
G6,Compile Error,29
G6,Compile Error,156
G6,Compile Error,277
G6,Compile Error,35
G6,Compile Error,27
G6,Compile Error,273
G6,Compile Error,127
G6,Compile Error,521
G6,Compile Error,138
G6,Compile Error,333
G6,Compile Error,51
G6,Compile Error,99
G6,Compile Error,404
G6,Compile Error,96
G6,Compile Error,60
G6,Compile Error,15
G6,Compile Error,55
G6,Compile Error,60
G6,Compile Error,63
G6,Compile Error,166
G6,Compile Error,779
G6,Compile Error,44
G6,Compile Error,54
G6,Compile Error,59
G6,Compile Error,274
G6,Compile Error,13
G6,Compile Error,69
G6,Compile Error,42
G6,Compile Error,146
G6,Compile Error,131
G6,Compile Error,83
G6,Compile Error,836
G6,Compile Error,3004
G6,Compile Error,245
G6,Compile Error,43
G6,Compile Error,81
G6,Compile Error,31
G6,Compile Error,105
G6,Compile Error,309
G6,Compile Error,241
G6,Compile Error,62
G6,Compile Error,44
G6,Compile Error,457
G6,Compile Error,257
G6,Compile Error,27
G6,Compile Error,50
G6,Compile Error,42
G6,Compile Error,97
G6,Compile Error,32
G6,Compile Error,54
G6,Compile Error,70
G6,Compile Error,17
G6,Compile Error,69
G6,Compile Error,109
G6,Compile Error,41
G6,Compile Error,49
G6,Compile Error,20
G6,Compile Error,58
G6,Compile Error,573
G6,Compile Error,129
G6,Compile Error,13
G6,Compile Error,21
G6,Compile Error,210
G6,Compile Error,51
G6,Compile Error,34
G6,Compile Error,147
G6,Compile Error,96
G6,Compile Error,18
G6,Compile Error,8109
G6,Compile Error,417
G6,Compile Error,37
G6,Compile Error,212
G6,Compile Error,15
G6,Compile Error,29
G6,Compile Error,55
G6,Compile Error,20
G6,Compile Error,39
G6,Compile Error,34
G6,Compile Error,35
G6,Compile Error,40
G6,Compile Error,274
G6,Compile Error,26
G6,Compile Error,37
G6,Compile Error,90
G6,Compile Error,63
G6,Compile Error,79
G6,Compile Error,165
G6,Compile Error,783
G6,Compile Error,3600
G6,Compile Error,68
G6,Compile Error,57
G6,Compile Error,26
G6,Compile Error,31
G6,Compile Error,281
G6,Compile Error,425
G6,Compile Error,52
G6,Compile Error,847
G6,Compile Error,66
G6,Compile Error,32
G6,Compile Error,39
G6,Compile Error,43
G6,Compile Error,184
G6,Compile Error,173
G6,Compile Error,2374
G6,Compile Error,167
G6,Compile Error,41
G6,Compile Error,77
G6,Compile Error,26
G6,Compile Error,58
G6,Compile Error,34
G6,Compile Error,73
G6,Compile Error,746
G6,Compile Error,30
G6,Compile Error,26
G6,Compile Error,77
G6,Compile Error,33
G6,Compile Error,53
G6,Compile Error,103
G6,Compile Error,70
G6,Compile Error,168
G6,Compile Error,368
G6,Compile Error,14
G6,Compile Error,242
G6,Compile Error,149
G6,Compile Error,33
G6,Compile Error,178
G6,Compile Error,53
G6,Compile Error,49
G6,Compile Error,23
G6,Compile Error,68
G6,Compile Error,30
G6,Compile Error,200
G6,Compile Error,20
G6,Compile Error,206
G6,Compile Error,64
G6,Compile Error,42
G6,Compile Error,29
G6,Compile Error,49
G6,Compile Error,91
G6,Compile Error,188
G6,Compile Error,39
G6,Compile Error,38
G6,Compile Error,50
G6,Compile Error,113
G6,Compile Error,79
G6,Compile Error,57
G6,Compile Error,70
G6,Compile Error,106
G6,Compile Error,48
G6,Compile Error,40
G6,Compile Error,28
G6,Compile Error,119
G6,Compile Error,30
G6,Compile Error,2566
G6,Compile Error,162
G6,Compile Error,34
G6,Compile Error,677
G6,Compile Error,42
G6,Compile Error,54
G6,Compile Error,18
G6,Compile Error,69
G6,Compile Error,44
G6,Compile Error,36
G6,Compile Error,33
G6,Compile Error,137
G6,Compile Error,257
G6,Compile Error,7
G6,Compile Error,18
G6,Compile Error,42
G6,Compile Error,155
G6,Compile Error,19
G6,Compile Error,32
G6,Compile Error,54
G6,Compile Error,519
G6,Compile Error,118
G6,Compile Error,460
G6,Compile Error,89
G6,Compile Error,24
G6,Compile Error,57
G6,Compile Error,1851
G6,Compile Error,30
G6,Compile Error,105
G6,Compile Error,58
G6,Compile Error,55
G6,Compile Error,96
G6,Compile Error,80
G6,Compile Error,77
G6,Compile Error,181
G6,Compile Error,119
G6,Compile Error,29
G6,Compile Error,30
G6,Compile Error,233
G6,Compile Error,68
G6,Compile Error,187
G6,Compile Error,46
G6,Compile Error,38
G6,Compile Error,59
G6,Compile Error,881
G6,Compile Error,126
G6,Compile Error,80
G6,Compile Error,20
G6,Compile Error,1628
G6,Compile Error,84
G6,Compile Error,22
G6,Compile Error,29
G6,Compile Error,93
G6,Compile Error,28
G6,Compile Error,33
G6,Compile Error,18
G6,Compile Error,122
G6,Compile Error,73
G6,Compile Error,48
G6,Compile Error,35
G6,Compile Error,128
G6,Compile Error,17
G6,Compile Error,196
G6,Compile Error,251
G6,Compile Error,42
G6,Compile Error,115
G6,Compile Error,58
G6,Compile Error,310
G6,Compile Error,21
G6,Compile Error,207
G6,Compile Error,122
G6,Compile Error,121
G6,Compile Error,31
G6,Compile Error,105
G6,Compile Error,1354
G6,Compile Error,86
G6,Compile Error,33
G6,Compile Error,18
G6,Compile Error,1113
G6,Compile Error,84
G6,Compile Error,67
G6,Compile Error,50
G6,Compile Error,63
G6,Compile Error,21
G6,Compile Error,630
G6,Compile Error,1120
G6,Compile Error,78
G6,Compile Error,53
G6,Compile Error,52
G6,Compile Error,19
G6,Compile Error,198
G6,Compile Error,104
G6,Compile Error,48
G6,Compile Error,47
G6,Compile Error,130
G6,Compile Error,84
G6,Compile Error,149
G6,Compile Error,49
G6,Compile Error,50
G6,Compile Error,38
G6,Compile Error,69
G6,Compile Error,52
G6,Compile Error,90
G6,Compile Error,81
G6,Compile Error,13771
G6,Compile Error,168
G6,Compile Error,230
G6,Compile Error,114
G6,Compile Error,22
G6,Compile Error,4745
G6,Compile Error,50
G6,Compile Error,37
G6,Compile Error,83
G6,Compile Error,18
G6,Compile Error,461
G6,Compile Error,603
G6,Compile Error,57
G6,Compile Error,106
G6,Compile Error,134
G6,Compile Error,14409
G6,Compile Error,22
G6,Compile Error,356
G6,Compile Error,61
G6,Compile Error,50
G6,Compile Error,64
G6,Compile Error,5491
G6,Compile Error,174
G6,Compile Error,349
G6,Compile Error,223
G6,Compile Error,713
G6,Compile Error,59
G6,Compile Error,26
G6,Compile Error,32
G6,Compile Error,100
G6,Compile Error,168
G6,Compile Error,45
G6,Compile Error,40
G6,Compile Error,246
G6,Compile Error,78
G6,Compile Error,661
G6,Compile Error,89
G6,Compile Error,92
G6,Compile Error,45
G6,Compile Error,21
G6,Compile Error,2616
G6,Compile Error,186
G6,Compile Error,61
G6,Compile Error,16
G6,Compile Error,83
G6,Compile Error,30
G6,Compile Error,29529
G6,Compile Error,190
G6,Compile Error,84
G6,Compile Error,1572
G6,Compile Error,118
G6,Compile Error,53
G6,Compile Error,29
G6,Compile Error,15
G6,Compile Error,28
G6,Compile Error,38
G6,Compile Error,465
G6,Compile Error,26
G6,Compile Error,46
G6,Compile Error,29
G6,Compile Error,3471
G6,Compile Error,37
G6,Compile Error,18
G6,Compile Error+Runtime Error,10451
G6,Compile Error+Runtime Error,1891
G6,Compile Error+Runtime Error,126
G6,Compile Error+Runtime Error,3810
G6,Compile Error+Runtime Error,3232
G6,Compile Error+Runtime Error,5456
G6,Compile Error+Runtime Error,664
G6,Compile Error+Runtime Error,4247
G6,Compile Error+Runtime Error,873
G6,Compile Error+Runtime Error,820
G6,Compile Error+Runtime Error,730
G6,Compile Error+Runtime Error,697
G6,Compile Error+Runtime Error,176
G6,Compile Error+Runtime Error,229
G6,Compile Error+Runtime Error,97
G6,Compile Error+Runtime Error,74
G6,Compile Error+Runtime Error,1194
G6,Compile Error+Runtime Error,364
G6,Compile Error+Runtime Error,3541
G6,Compile Error+Runtime Error,175
G6,Compile Error+Runtime Error,1915
G6,Compile Error+Runtime Error,312
G6,Compile Error+Runtime Error,56
G6,Compile Error+Runtime Error,183
G6,Compile Error+Runtime Error,663
G6,Compile Error+Runtime Error,156
G6,Compile Error+Runtime Error,479
G6,Compile Error+Runtime Error,376
G6,Compile Error+Runtime Error,3073
G6,Compile Error+Runtime Error,151
G6,Compile Error+Runtime Error,415
G6,Compile Error+Runtime Error,139
G6,Compile Error+Runtime Error,422
G6,Compile Error+Runtime Error,3565
G6,Compile Error+Runtime Error,502
G6,Compile Error+Runtime Error,299
G6,Compile Error+Runtime Error,1835
G6,Compile Error+Runtime Error,3061
G6,Compile Error+Runtime Error,1728
G6,Compile Error+Runtime Error,6463
G6,Compile Error+Runtime Error,1429
G6,Compile Error+Runtime Error,76
G6,Compile Error+Runtime Error,3059
G6,Compile Error+Runtime Error,572
G6,Compile Error+Runtime Error,572
G6,Compile Error+Runtime Error,1923
G6,Compile Error+Runtime Error,605
G6,Compile Error+Runtime Error,57
G6,Compile Error+Runtime Error,1136
G6,Compile Error+Runtime Error,321
G6,Compile Error+Runtime Error,1991
G6,Compile Error+Runtime Error,82
G6,Compile Error+Runtime Error,104
G6,Compile Error+Runtime Error,86
G6,Compile Error+Runtime Error,21058
G6,Compile Error+Runtime Error,124
G6,Compile Error+Runtime Error,1023
G6,Compile Error+Runtime Error,47
G6,Compile Error+Runtime Error,182
G6,Compile Error+Runtime Error,704
G6,Compile Error+Runtime Error,308
G6,Compile Error+Runtime Error,92
G6,Compile Error+Runtime Error,477
G6,Compile Error+Runtime Error,2361
G6,Compile Error+Runtime Error,791
G6,Compile Error+Runtime Error,618
G6,Compile Error+Runtime Error,58
G6,Compile Error+Runtime Error,33974
G6,Compile Error+Runtime Error,393
G6,Compile Error+Runtime Error,84
G6,Compile Error+Runtime Error,2461
G6,Compile Error+Runtime Error,14531
G6,Compile Error+Runtime Error,510
G6,Compile Error+Runtime Error,44
G6,Compile Error+Runtime Error,188
G6,Compile Error+Runtime Error,887
G6,Compile Error+Runtime Error,120
G6,Compile Error+Runtime Error,623
G6,Compile Error+Runtime Error,22617
G6,Compile Error+Runtime Error,291
G6,Compile Error+Runtime Error,1013
G6,Compile Error+Runtime Error,245
G6,Compile Error+Runtime Error,931
G6,Compile Error+Runtime Error,129
G6,Compile Error+Runtime Error,93
G6,Compile Error+Runtime Error,340
G6,Compile Error+Runtime Error,4414
G6,Compile Error+Runtime Error,850
G6,Compile Error+Runtime Error,1978
G6,Compile Error+Runtime Error,1347
G6,Compile Error+Runtime Error,911
G6,Compile Error+Runtime Error,2876
G6,Compile Error+Runtime Error,14813
G6,Compile Error+Runtime Error,368
G6,Compile Error+Runtime Error,363
G6,Compile Error+Runtime Error,1767
G6,Compile Error+Runtime Error,385
G6,Compile Error+Runtime Error,1556
G6,Compile Error+Runtime Error,226
G6,Compile Error+Runtime Error,1172
G6,Compile Error+Runtime Error,1023
G6,Compile Error+Runtime Error,220
G6,Compile Error+Runtime Error,39556
G6,Compile Error+Runtime Error,1006
G6,Compile Error+Runtime Error,279
G6,Compile Error+Runtime Error,878
G6,Compile Error+Runtime Error,586
G6,Compile Error+Runtime Error,109
G6,Compile Error+Runtime Error,429
G6,Compile Error+Runtime Error,74
G6,Compile Error+Runtime Error,205
G6,Compile Error+Runtime Error,3773
G6,Compile Error+Runtime Error,1133
G6,Compile Error+Runtime Error,132
G6,Compile Error+Runtime Error,89
G6,Compile Error+Runtime Error,25417
G6,Compile Error+Runtime Error,1055
G6,Compile Error+Runtime Error,56
G6,Compile Error+Runtime Error,10162
G6,Compile Error+Runtime Error,10111
G6,Compile Error+Runtime Error,3370
G6,Compile Error+Runtime Error,399
G6,Compile Error+Runtime Error+Time Limit Exceeded,453
G6,Compile Error+Runtime Error+Time Limit Exceeded,13926
G6,Compile Error+Runtime Error+Time Limit Exceeded,2089
G6,Compile Error+Runtime Error+Time Limit Exceeded,5858
G6,Compile Error+Runtime Error+Time Limit Exceeded,1176
G6,Compile Error+Runtime Error+Time Limit Exceeded,524
G6,Compile Error+Runtime Error+Time Limit Exceeded,4758
G6,Compile Error+Runtime Error+Time Limit Exceeded,8717
G6,Compile Error+Runtime Error+Time Limit Exceeded,9356
G6,Compile Error+Runtime Error+Time Limit Exceeded,242
G6,Compile Error+Runtime Error+Time Limit Exceeded,1322
G6,Compile Error+Runtime Error+Time Limit Exceeded,5091
G6,Compile Error+Runtime Error+Time Limit Exceeded,7177
G6,Compile Error+Runtime Error+Time Limit Exceeded,3321
G6,Compile Error+Runtime Error+Time Limit Exceeded,315
G6,Compile Error+Runtime Error+Time Limit Exceeded,4940
G6,Compile Error+Runtime Error+Time Limit Exceeded,3853
G6,Compile Error+Runtime Error+Time Limit Exceeded,6548
G6,Compile Error+Runtime Error+Time Limit Exceeded,38953
G6,Compile Error+Runtime Error+Time Limit Exceeded,2834
G6,Compile Error+Runtime Error+Time Limit Exceeded,1167
G6,Compile Error+Runtime Error+Time Limit Exceeded,6756
G6,Compile Error+Runtime Error+Time Limit Exceeded,1472
G6,Compile Error+Runtime Error+Time Limit Exceeded,3285
G6,Compile Error+Runtime Error+Time Limit Exceeded,3455
G6,Compile Error+Runtime Error+Time Limit Exceeded,1664
G6,Compile Error+Runtime Error+Time Limit Exceeded,1279
G6,Compile Error+Runtime Error+Time Limit Exceeded,3618
G6,Compile Error+Runtime Error+Time Limit Exceeded,1725
G6,Compile Error+Runtime Error+Time Limit Exceeded,429
G6,Compile Error+Runtime Error+Time Limit Exceeded,716
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,33061
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,4032
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2874
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,4261
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5421
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,4294
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3124
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,8887
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6130
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1243
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2217
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5612
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1559
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,4383
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,31887
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1361
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,10832
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,42965
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1769
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5217
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,7807
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6417
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,28271
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2785
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,10391
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2376
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2438
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,13751
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3257
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3310
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6966
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,769
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,18046
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,18437
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5984
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,25391
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,512
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,42381
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6058
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,13685
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,7241
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3491
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,7314
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1396
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5085
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,14000
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6549
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3158
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,17787
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,12120
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,26253
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2329
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,6795
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,1261
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,2291
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,3160
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,30412
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,5333
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,8425
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,37006
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,15919
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,24227
G6,Compile Error+Runtime Error+Time Limit Exceeded+Wrong Answer,13385
G6,Compile Error+Runtime Error+Wrong Answer,20135
G6,Compile Error+Runtime Error+Wrong Answer,2201
G6,Compile Error+Runtime Error+Wrong Answer,2325
G6,Compile Error+Runtime Error+Wrong Answer,7321
G6,Compile Error+Runtime Error+Wrong Answer,4100
G6,Compile Error+Runtime Error+Wrong Answer,7455
G6,Compile Error+Runtime Error+Wrong Answer,22304
G6,Compile Error+Runtime Error+Wrong Answer,4906
G6,Compile Error+Runtime Error+Wrong Answer,10819
G6,Compile Error+Runtime Error+Wrong Answer,25650
G6,Compile Error+Runtime Error+Wrong Answer,3961
G6,Compile Error+Runtime Error+Wrong Answer,5195
G6,Compile Error+Runtime Error+Wrong Answer,17055
G6,Compile Error+Runtime Error+Wrong Answer,15459
