difficulty,first_error,from_state,to_state,group,count,min,q1,median,q3,max
B,Runtime Error,Compile Error,Time Limit Exceeded,G5,4,24,24.75,30.0,47.25,84
B,Runtime Error,Compile Error,Time Limit Exceeded,G6,5,32,49.0,51.0,55.0,69
B,Runtime Error,Compile Error,Wrong Answer,G1,14,25,38.75,66.5,357.75,2809
B,Runtime Error,Compile Error,Wrong Answer,G2,50,23,42.5,66.0,151.5,28589
B,Runtime Error,Compile Error,Wrong Answer,G3,113,10,35.0,56.0,104.0,7055
B,Runtime Error,Compile Error,Wrong Answer,G4,116,22,38.5,58.0,102.5,684
B,Runtime Error,Compile Error,Wrong Answer,G5,53,14,41.0,66.0,107.0,1149
B,Runtime Error,Compile Error,Wrong Answer,G6,60,11,34.0,67.0,173.75,20577
B,Runtime Error,Runtime Error,Accepted,G2,1741,8,90.0,203.0,484.0,41555
B,Runtime Error,Runtime Error,Accepted,G3,4952,6,87.0,184.0,432.0,42079
B,Runtime Error,Runtime Error,Accepted,G4,7775,5,80.0,163.0,385.0,42271
B,Runtime Error,Runtime Error,Accepted,G5,6338,5,66.0,133.0,304.0,43146
B,Runtime Error,Runtime Error,Accepted,G6,6079,3,58.0,122.0,283.0,42997
B,Runtime Error,Runtime Error,Compile Error,G1,25,38,183.0,306.0,627.0,1893
B,Runtime Error,Runtime Error,Compile Error,G2,155,16,137.5,249.0,598.0,30853
B,Runtime Error,Runtime Error,Compile Error,G3,277,8,113.0,250.0,506.0,41210
B,Runtime Error,Runtime Error,Compile Error,G4,290,5,104.0,209.0,450.25,28332
B,Runtime Error,Runtime Error,Compile Error,G5,169,9,85.0,198.0,574.0,8673
B,Runtime Error,Runtime Error,Compile Error,G6,180,5,92.25,203.5,508.75,29222
B,Runtime Error,Runtime Error,Runtime Error,G1,577,7,91.0,181.0,391.0,31800
B,Runtime Error,Runtime Error,Runtime Error,G2,3234,5,78.0,157.0,338.0,39621
B,Runtime Error,Runtime Error,Runtime Error,G3,6913,0,81.0,161.0,355.0,40842
B,Runtime Error,Runtime Error,Runtime Error,G4,7123,3,79.0,160.0,342.0,42069
B,Runtime Error,Runtime Error,Runtime Error,G5,4303,0,70.0,142.0,311.0,42299
B,Runtime Error,Runtime Error,Runtime Error,G6,3094,5,64.0,130.0,308.75,42587
B,Runtime Error,Runtime Error,Time Limit Exceeded,G1,14,71,222.5,274.5,503.5,982
B,Runtime Error,Runtime Error,Time Limit Exceeded,G2,75,21,88.0,173.0,516.5,25748
B,Runtime Error,Runtime Error,Time Limit Exceeded,G3,198,11,90.0,197.5,460.5,42414
B,Runtime Error,Runtime Error,Time Limit Exceeded,G4,264,21,94.75,211.0,613.5,16298
B,Runtime Error,Runtime Error,Time Limit Exceeded,G5,130,15,80.5,154.5,356.5,4177
B,Runtime Error,Runtime Error,Time Limit Exceeded,G6,121,9,79.0,153.0,403.0,32956
B,Runtime Error,Runtime Error,Wrong Answer,G1,151,15,85.0,223.0,542.5,4359
B,Runtime Error,Runtime Error,Wrong Answer,G2,1042,12,92.0,221.0,528.75,38024
B,Runtime Error,Runtime Error,Wrong Answer,G3,2582,6,91.0,204.0,482.0,39468
B,Runtime Error,Runtime Error,Wrong Answer,G4,3379,6,82.0,180.0,407.0,42500
B,Runtime Error,Runtime Error,Wrong Answer,G5,2445,5,66.0,140.0,340.0,42855
B,Runtime Error,Runtime Error,Wrong Answer,G6,1868,5,58.0,120.0,295.25,42905
B,Runtime Error,Time Limit Exceeded,Accepted,G2,25,33,225.0,406.0,1105.0,9089
B,Runtime Error,Time Limit Exceeded,Accepted,G3,63,23,293.0,448.0,763.5,14120
B,Runtime Error,Time Limit Exceeded,Accepted,G4,126,28,160.25,358.0,780.5,40927
B,Runtime Error,Time Limit Exceeded,Accepted,G5,73,35,149.0,245.0,703.0,12128
B,Runtime Error,Time Limit Exceeded,Accepted,G6,55,52,173.0,326.0,620.5,20447
B,Runtime Error,Time Limit Exceeded,Compile Error,G1,1,259,259.0,259.0,259.0,259
B,Runtime Error,Time Limit Exceeded,Compile Error,G2,2,159,185.5,212.0,238.5,265
B,Runtime Error,Time Limit Exceeded,Compile Error,G3,6,214,270.25,463.0,803.5,1028
B,Runtime Error,Time Limit Exceeded,Compile Error,G4,7,96,380.0,558.0,843.5,15421
B,Runtime Error,Time Limit Exceeded,Compile Error,G5,1,42619,42619.0,42619.0,42619.0,42619
B,Runtime Error,Time Limit Exceeded,Compile Error,G6,3,240,264.0,288.0,474.5,661
B,Runtime Error,Time Limit Exceeded,Runtime Error,G2,19,61,159.5,244.0,351.0,24288
B,Runtime Error,Time Limit Exceeded,Runtime Error,G3,42,26,183.0,320.5,707.25,3939
B,Runtime Error,Time Limit Exceeded,Runtime Error,G4,46,32,166.25,283.5,517.25,4367
B,Runtime Error,Time Limit Exceeded,Runtime Error,G5,28,49,124.75,243.5,399.0,5835
B,Runtime Error,Time Limit Exceeded,Runtime Error,G6,26,62,174.0,308.5,701.5,38421
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G1,19,50,109.5,220.0,393.0,1925
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G2,33,47,112.0,236.0,370.0,19888
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G3,102,28,113.25,199.5,475.0,9694
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G4,126,27,125.5,240.5,460.0,42927
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G5,51,16,96.5,160.0,356.5,20881
B,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G6,36,0,148.0,220.5,655.0,39877
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G1,5,63,149.0,202.0,491.0,752
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G2,31,77,196.5,309.0,824.0,34613
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G3,90,50,163.75,382.5,763.5,14245
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G4,115,42,151.0,355.0,738.5,22647
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G5,59,29,137.0,299.0,554.0,37349
B,Runtime Error,Time Limit Exceeded,Wrong Answer,G6,51,25,124.5,323.0,816.5,36789
B,Runtime Error,Wrong Answer,Accepted,G2,653,9,89.0,179.0,381.0,41239
B,Runtime Error,Wrong Answer,Accepted,G3,1697,11,93.0,195.0,469.0,42626
B,Runtime Error,Wrong Answer,Accepted,G4,2420,9,91.0,176.0,391.0,42571
B,Runtime Error,Wrong Answer,Accepted,G5,1900,5,81.75,163.0,349.25,41922
B,Runtime Error,Wrong Answer,Accepted,G6,1427,8,76.0,152.0,320.5,41087
B,Runtime Error,Wrong Answer,Compile Error,G1,9,80,164.0,305.0,777.0,2142
B,Runtime Error,Wrong Answer,Compile Error,G2,40,49,144.5,342.0,623.25,14913
B,Runtime Error,Wrong Answer,Compile Error,G3,105,31,121.0,259.0,517.0,34782
B,Runtime Error,Wrong Answer,Compile Error,G4,107,32,130.5,209.0,479.0,38379
B,Runtime Error,Wrong Answer,Compile Error,G5,45,36,172.0,247.0,652.0,10083
B,Runtime Error,Wrong Answer,Compile Error,G6,54,9,178.25,412.0,1448.25,22243
B,Runtime Error,Wrong Answer,Runtime Error,G1,19,46,145.5,207.0,373.0,3288
B,Runtime Error,Wrong Answer,Runtime Error,G2,174,23,102.25,218.0,485.75,3547
B,Runtime Error,Wrong Answer,Runtime Error,G3,400,20,100.5,218.0,477.25,34818
B,Runtime Error,Wrong Answer,Runtime Error,G4,486,17,101.25,212.5,526.5,42042
B,Runtime Error,Wrong Answer,Runtime Error,G5,301,17,79.0,186.0,459.0,38451
B,Runtime Error,Wrong Answer,Runtime Error,G6,209,6,73.0,158.0,480.0,42825
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G1,7,106,278.0,361.0,705.0,1202
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G2,24,45,169.75,360.5,537.75,23257
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G3,55,6,95.5,188.0,362.5,2605
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G4,77,10,153.0,298.0,818.0,39109
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G5,45,33,113.0,202.0,293.0,3681
B,Runtime Error,Wrong Answer,Time Limit Exceeded,G6,29,62,149.0,316.0,748.0,4053
B,Runtime Error,Wrong Answer,Wrong Answer,G1,185,19,115.0,189.0,352.0,11752
B,Runtime Error,Wrong Answer,Wrong Answer,G2,1121,10,94.0,182.0,373.0,42947
B,Runtime Error,Wrong Answer,Wrong Answer,G3,2702,0,90.0,177.0,373.75,39597
B,Runtime Error,Wrong Answer,Wrong Answer,G4,3102,7,93.0,173.0,379.75,42351
B,Runtime Error,Wrong Answer,Wrong Answer,G5,1807,7,85.0,167.0,339.0,41195
B,Runtime Error,Wrong Answer,Wrong Answer,G6,1112,5,81.75,173.0,412.0,41858
B,Time Limit Exceeded,Compile Error,Accepted,G2,20,28,38.75,63.5,109.5,477
B,Time Limit Exceeded,Compile Error,Accepted,G3,35,13,26.5,42.0,120.5,4827
B,Time Limit Exceeded,Compile Error,Accepted,G4,70,13,29.5,55.0,103.0,1630
B,Time Limit Exceeded,Compile Error,Accepted,G5,32,11,26.0,40.0,65.75,5221
B,Time Limit Exceeded,Compile Error,Accepted,G6,29,8,28.0,87.0,207.0,3216
B,Time Limit Exceeded,Compile Error,Compile Error,G1,2,40,100.5,161.0,221.5,282
B,Time Limit Exceeded,Compile Error,Compile Error,G2,17,39,48.0,62.0,106.0,558
B,Time Limit Exceeded,Compile Error,Compile Error,G3,37,15,42.0,68.0,112.0,862
B,Time Limit Exceeded,Compile Error,Compile Error,G4,52,18,35.5,55.5,97.75,563
B,Time Limit Exceeded,Compile Error,Compile Error,G5,21,22,37.0,55.0,69.0,149
B,Time Limit Exceeded,Compile Error,Compile Error,G6,12,16,38.75,56.5,213.25,15369
B,Time Limit Exceeded,Compile Error,Runtime Error,G2,1,1481,1481.0,1481.0,1481.0,1481
B,Time Limit Exceeded,Compile Error,Runtime Error,G3,6,31,33.25,36.5,55.5,3897
B,Time Limit Exceeded,Compile Error,Runtime Error,G4,15,17,26.0,51.0,187.5,1630
B,Time Limit Exceeded,Compile Error,Runtime Error,G5,4,33,36.0,38.0,245.5,865
B,Time Limit Exceeded,Compile Error,Runtime Error,G6,5,62,72.0,84.0,91.0,295
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G1,1,1628,1628.0,1628.0,1628.0,1628
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G2,16,24,47.25,56.0,60.5,859
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G3,27,14,43.0,83.0,110.5,1184
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G4,33,17,37.0,49.0,63.0,31737
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G5,15,27,39.0,86.0,344.5,37209
B,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G6,16,12,30.0,44.0,95.5,1617
B,Time Limit Exceeded,Compile Error,Wrong Answer,G1,2,78,523.5,969.0,1414.5,1860
B,Time Limit Exceeded,Compile Error,Wrong Answer,G2,13,25,45.0,66.0,106.0,539
B,Time Limit Exceeded,Compile Error,Wrong Answer,G3,46,11,29.0,37.5,75.25,1428
B,Time Limit Exceeded,Compile Error,Wrong Answer,G4,60,17,30.75,46.5,77.25,3311
B,Time Limit Exceeded,Compile Error,Wrong Answer,G5,38,11,33.25,54.5,136.5,1322
B,Time Limit Exceeded,Compile Error,Wrong Answer,G6,37,18,32.0,54.0,84.0,1994
B,Time Limit Exceeded,Runtime Error,Accepted,G2,20,27,118.5,180.0,311.0,1895
B,Time Limit Exceeded,Runtime Error,Accepted,G3,74,15,75.5,118.0,482.75,38827
B,Time Limit Exceeded,Runtime Error,Accepted,G4,142,10,60.25,113.0,308.25,39420
B,Time Limit Exceeded,Runtime Error,Accepted,G5,96,12,57.75,116.0,206.5,3373
B,Time Limit Exceeded,Runtime Error,Accepted,G6,57,12,51.0,134.0,328.0,4741
B,Time Limit Exceeded,Runtime Error,Compile Error,G2,1,75,75.0,75.0,75.0,75
B,Time Limit Exceeded,Runtime Error,Compile Error,G3,6,28,99.75,141.0,261.0,362
B,Time Limit Exceeded,Runtime Error,Compile Error,G4,7,68,195.5,363.0,931.0,33439
B,Time Limit Exceeded,Runtime Error,Compile Error,G5,3,100,206.0,312.0,313.5,315
B,Time Limit Exceeded,Runtime Error,Compile Error,G6,3,188,199.5,211.0,343.5,476
B,Time Limit Exceeded,Runtime Error,Runtime Error,G1,1,101,101.0,101.0,101.0,101
B,Time Limit Exceeded,Runtime Error,Runtime Error,G2,25,7,73.0,174.0,385.0,2078
B,Time Limit Exceeded,Runtime Error,Runtime Error,G3,116,10,65.0,126.0,283.0,34286
B,Time Limit Exceeded,Runtime Error,Runtime Error,G4,196,16,62.75,135.5,287.0,24664
B,Time Limit Exceeded,Runtime Error,Runtime Error,G5,95,25,77.5,155.0,331.0,6116
B,Time Limit Exceeded,Runtime Error,Runtime Error,G6,29,29,57.0,105.0,460.0,27915
B,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G2,11,55,70.0,86.0,371.5,1193
B,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G3,41,21,53.0,93.0,220.0,36056
B,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G4,63,17,58.5,101.0,297.0,3834
B,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G5,37,23,36.0,81.0,307.0,37330
B,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G6,15,16,47.0,80.0,186.0,33563
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G1,1,130,130.0,130.0,130.0,130
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G2,12,32,90.5,177.0,263.5,719
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G3,90,13,54.5,126.0,403.5,10932
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G4,115,17,70.0,161.0,473.5,5931
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G5,78,9,60.5,133.0,252.75,15457
B,Time Limit Exceeded,Runtime Error,Wrong Answer,G6,42,19,42.5,145.0,437.5,21492
B,Time Limit Exceeded,Time Limit Exceeded,Accepted,G2,314,12,215.5,474.5,984.5,39116
B,Time Limit Exceeded,Time Limit Exceeded,Accepted,G3,1382,29,232.0,442.0,928.75,40375
B,Time Limit Exceeded,Time Limit Exceeded,Accepted,G4,2616,7,223.75,392.0,737.5,42304
B,Time Limit Exceeded,Time Limit Exceeded,Accepted,G5,2135,19,177.0,328.0,635.0,42309
B,Time Limit Exceeded,Time Limit Exceeded,Accepted,G6,1614,16,133.25,258.0,537.5,43002
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G1,3,152,214.0,276.0,540.0,804
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G2,45,43,232.0,439.0,784.0,8592
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G3,79,39,200.5,449.0,1059.0,10489
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G4,106,26,177.0,369.5,884.5,25541
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G5,56,58,170.0,327.5,652.5,2997
B,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G6,71,53,155.5,370.0,1171.0,39560
B,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G1,3,26,91.5,157.0,294.0,431
B,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G2,51,51,189.5,395.0,813.5,1747
