difficulty,first_error,from_state,to_state,group,count,min,q1,median,q3,max
F,Compile Error,Wrong Answer,Runtime Error,G5,2,192,400.25,608.5,816.75,1025
F,Compile Error,Wrong Answer,Runtime Error,G6,67,29,84.5,244.0,894.0,38547
F,Compile Error,Wrong Answer,Time Limit Exceeded,G2,1,125,125.0,125.0,125.0,125
F,Compile Error,Wrong Answer,Time Limit Exceeded,G3,1,1461,1461.0,1461.0,1461.0,1461
F,Compile Error,Wrong Answer,Time Limit Exceeded,G5,3,560,2962.0,5364.0,11314.0,17264
F,Compile Error,Wrong Answer,Time Limit Exceeded,G6,72,18,137.0,363.5,946.75,28819
F,Compile Error,Wrong Answer,Wrong Answer,G1,2,70,89.75,109.5,129.25,149
F,Compile Error,Wrong Answer,Wrong Answer,G2,8,49,96.0,343.0,468.75,2591
F,Compile Error,Wrong Answer,Wrong Answer,G3,4,203,273.5,380.5,2366.0,8072
F,Compile Error,Wrong Answer,Wrong Answer,G4,14,55,75.75,121.5,353.5,2107
F,Compile Error,Wrong Answer,Wrong Answer,G5,69,38,169.0,305.0,792.0,36924
F,Compile Error,Wrong Answer,Wrong Answer,G6,1327,5,114.5,250.0,608.0,42339
F,Runtime Error,Compile Error,Accepted,G6,70,7,29.0,40.5,79.0,1359
F,Runtime Error,Compile Error,Compile Error,G3,1,123,123.0,123.0,123.0,123
F,Runtime Error,Compile Error,Compile Error,G4,1,18,18.0,18.0,18.0,18
F,Runtime Error,Compile Error,Compile Error,G5,8,18,35.5,84.5,192.25,306
F,Runtime Error,Compile Error,Compile Error,G6,45,11,40.0,65.0,116.0,845
F,Runtime Error,Compile Error,Runtime Error,G3,1,39,39.0,39.0,39.0,39
F,Runtime Error,Compile Error,Runtime Error,G4,4,28,34.75,57.0,109.0,205
F,Runtime Error,Compile Error,Runtime Error,G5,7,30,34.5,75.0,86.0,428
F,Runtime Error,Compile Error,Runtime Error,G6,94,12,28.25,44.0,85.75,4164
F,Runtime Error,Compile Error,Time Limit Exceeded,G3,1,35,35.0,35.0,35.0,35
F,Runtime Error,Compile Error,Time Limit Exceeded,G4,1,51,51.0,51.0,51.0,51
F,Runtime Error,Compile Error,Time Limit Exceeded,G5,4,23,28.25,43.0,59.5,70
F,Runtime Error,Compile Error,Time Limit Exceeded,G6,28,11,42.75,60.5,184.75,16550
F,Runtime Error,Compile Error,Wrong Answer,G4,2,37,68.5,100.0,131.5,163
F,Runtime Error,Compile Error,Wrong Answer,G5,3,41,59.0,77.0,112.0,147
F,Runtime Error,Compile Error,Wrong Answer,G6,88,6,30.75,40.5,82.25,5557
F,Runtime Error,Runtime Error,Accepted,G6,3130,7,60.0,125.0,366.0,40894
F,Runtime Error,Runtime Error,Compile Error,G3,4,23,68.75,149.5,312.25,604
F,Runtime Error,Runtime Error,Compile Error,G4,5,45,79.0,125.0,184.0,360
F,Runtime Error,Runtime Error,Compile Error,G5,18,16,60.25,120.5,300.75,3499
F,Runtime Error,Runtime Error,Compile Error,G6,185,9,88.0,240.0,592.0,30239
F,Runtime Error,Runtime Error,Runtime Error,G1,4,48,64.5,151.0,252.75,315
F,Runtime Error,Runtime Error,Runtime Error,G2,16,47,87.75,209.0,344.25,775
F,Runtime Error,Runtime Error,Runtime Error,G3,42,27,145.0,285.5,668.0,20754
F,Runtime Error,Runtime Error,Runtime Error,G4,111,24,115.0,201.0,430.0,14169
F,Runtime Error,Runtime Error,Runtime Error,G5,336,9,93.75,212.0,447.5,15198
F,Runtime Error,Runtime Error,Runtime Error,G6,4882,5,93.0,204.0,495.0,43033
F,Runtime Error,Runtime Error,Time Limit Exceeded,G1,1,1040,1040.0,1040.0,1040.0,1040
F,Runtime Error,Runtime Error,Time Limit Exceeded,G2,2,404,442.75,481.5,520.25,559
F,Runtime Error,Runtime Error,Time Limit Exceeded,G3,5,288,356.0,689.0,2500.0,4115
F,Runtime Error,Runtime Error,Time Limit Exceeded,G4,31,38,118.5,305.0,1294.0,8775
F,Runtime Error,Runtime Error,Time Limit Exceeded,G5,90,21,106.75,214.0,621.5,42276
F,Runtime Error,Runtime Error,Time Limit Exceeded,G6,858,7,69.0,194.5,574.0,42934
F,Runtime Error,Runtime Error,Wrong Answer,G1,1,2386,2386.0,2386.0,2386.0,2386
F,Runtime Error,Runtime Error,Wrong Answer,G2,7,50,286.5,450.0,1411.0,2465
F,Runtime Error,Runtime Error,Wrong Answer,G3,10,34,159.5,429.5,991.0,4769
F,Runtime Error,Runtime Error,Wrong Answer,G4,56,19,88.75,228.5,1047.0,42442
F,Runtime Error,Runtime Error,Wrong Answer,G5,129,22,119.0,223.0,541.0,42395
F,Runtime Error,Runtime Error,Wrong Answer,G6,2609,5,78.0,180.0,516.0,42444
F,Runtime Error,Time Limit Exceeded,Accepted,G6,423,15,136.0,333.0,1171.5,41910
F,Runtime Error,Time Limit Exceeded,Compile Error,G3,1,875,875.0,875.0,875.0,875
F,Runtime Error,Time Limit Exceeded,Compile Error,G4,1,499,499.0,499.0,499.0,499
F,Runtime Error,Time Limit Exceeded,Compile Error,G5,2,347,407.75,468.5,529.25,590
F,Runtime Error,Time Limit Exceeded,Compile Error,G6,20,80,264.25,629.5,2481.25,38807
F,Runtime Error,Time Limit Exceeded,Runtime Error,G3,2,620,649.0,678.0,707.0,736
F,Runtime Error,Time Limit Exceeded,Runtime Error,G4,3,140,230.0,320.0,755.0,1190
F,Runtime Error,Time Limit Exceeded,Runtime Error,G5,19,26,138.5,317.0,486.5,16401
F,Runtime Error,Time Limit Exceeded,Runtime Error,G6,168,16,122.75,353.5,1036.5,36846
F,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G2,2,146,160.75,175.5,190.25,205
F,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G3,4,108,194.25,694.0,3210.5,9347
F,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G4,15,26,267.0,434.0,844.0,8789
F,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G5,76,25,125.0,220.5,536.75,31271
F,Runtime Error,Time Limit Exceeded,Time Limit Exceeded,G6,1017,6,105.0,244.0,571.0,41541
F,Runtime Error,Time Limit Exceeded,Wrong Answer,G2,1,233,233.0,233.0,233.0,233
F,Runtime Error,Time Limit Exceeded,Wrong Answer,G3,2,266,270.25,274.5,278.75,283
F,Runtime Error,Time Limit Exceeded,Wrong Answer,G4,4,331,705.25,971.0,2787.75,7815
F,Runtime Error,Time Limit Exceeded,Wrong Answer,G5,24,53,153.75,486.0,1124.0,2512
F,Runtime Error,Time Limit Exceeded,Wrong Answer,G6,266,19,150.0,480.0,1246.0,43152
F,Runtime Error,Wrong Answer,Accepted,G6,1432,13,120.0,269.5,736.25,41968
F,Runtime Error,Wrong Answer,Compile Error,G4,2,121,127.0,133.0,139.0,145
F,Runtime Error,Wrong Answer,Compile Error,G5,2,660,675.75,691.5,707.25,723
F,Runtime Error,Wrong Answer,Compile Error,G6,91,25,139.5,264.0,539.0,15474
F,Runtime Error,Wrong Answer,Runtime Error,G2,2,407,616.75,826.5,1036.25,1246
F,Runtime Error,Wrong Answer,Runtime Error,G4,9,45,120.0,307.0,419.0,904
F,Runtime Error,Wrong Answer,Runtime Error,G5,18,95,319.25,825.5,1240.25,16934
F,Runtime Error,Wrong Answer,Runtime Error,G6,473,13,88.0,241.0,673.0,42719
F,Runtime Error,Wrong Answer,Time Limit Exceeded,G2,1,62,62.0,62.0,62.0,62
F,Runtime Error,Wrong Answer,Time Limit Exceeded,G3,4,150,230.25,274.0,318.25,400
F,Runtime Error,Wrong Answer,Time Limit Exceeded,G4,5,71,78.0,210.0,385.0,2442
F,Runtime Error,Wrong Answer,Time Limit Exceeded,G5,25,15,104.0,230.0,429.0,22110
F,Runtime Error,Wrong Answer,Time Limit Exceeded,G6,264,16,114.25,345.5,901.75,41551
F,Runtime Error,Wrong Answer,Wrong Answer,G1,1,1382,1382.0,1382.0,1382.0,1382
F,Runtime Error,Wrong Answer,Wrong Answer,G2,3,262,294.0,326.0,726.5,1127
F,Runtime Error,Wrong Answer,Wrong Answer,G3,9,16,95.0,351.0,978.0,4426
F,Runtime Error,Wrong Answer,Wrong Answer,G4,53,28,96.0,260.0,544.0,5199
F,Runtime Error,Wrong Answer,Wrong Answer,G5,174,18,117.25,252.5,608.5,17127
F,Runtime Error,Wrong Answer,Wrong Answer,G6,3454,5,107.0,242.0,589.75,43075
F,Time Limit Exceeded,Compile Error,Accepted,G6,72,7,26.75,43.0,97.75,8059
F,Time Limit Exceeded,Compile Error,Compile Error,G3,1,24,24.0,24.0,24.0,24
F,Time Limit Exceeded,Compile Error,Compile Error,G4,5,34,34.0,41.0,47.0,73
F,Time Limit Exceeded,Compile Error,Compile Error,G5,6,57,68.0,83.0,96.5,136
F,Time Limit Exceeded,Compile Error,Compile Error,G6,36,11,32.0,41.0,87.25,6287
F,Time Limit Exceeded,Compile Error,Runtime Error,G2,2,31,38.25,45.5,52.75,60
F,Time Limit Exceeded,Compile Error,Runtime Error,G4,1,72,72.0,72.0,72.0,72
F,Time Limit Exceeded,Compile Error,Runtime Error,G5,5,13,76.0,85.0,100.0,391
F,Time Limit Exceeded,Compile Error,Runtime Error,G6,19,15,32.0,63.0,124.0,492
F,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G2,3,37,42.5,48.0,705.5,1363
F,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G3,1,45,45.0,45.0,45.0,45
F,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G4,7,22,31.0,61.0,104.0,114
F,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G5,5,18,39.0,43.0,46.0,160
F,Time Limit Exceeded,Compile Error,Time Limit Exceeded,G6,98,10,33.25,49.0,90.75,3884
F,Time Limit Exceeded,Compile Error,Wrong Answer,G3,1,30,30.0,30.0,30.0,30
F,Time Limit Exceeded,Compile Error,Wrong Answer,G4,3,51,56.0,61.0,83.5,106
F,Time Limit Exceeded,Compile Error,Wrong Answer,G5,3,146,196.0,246.0,247.5,249
F,Time Limit Exceeded,Compile Error,Wrong Answer,G6,61,13,32.0,45.0,142.0,4144
F,Time Limit Exceeded,Runtime Error,Accepted,G6,232,15,74.0,167.5,579.75,42477
F,Time Limit Exceeded,Runtime Error,Compile Error,G2,2,302,328.5,355.0,381.5,408
F,Time Limit Exceeded,Runtime Error,Compile Error,G5,2,28,44.75,61.5,78.25,95
F,Time Limit Exceeded,Runtime Error,Compile Error,G6,15,47,148.5,340.0,680.5,4603
F,Time Limit Exceeded,Runtime Error,Runtime Error,G2,4,56,65.0,114.0,248.25,513
F,Time Limit Exceeded,Runtime Error,Runtime Error,G3,2,57,148.25,239.5,330.75,422
F,Time Limit Exceeded,Runtime Error,Runtime Error,G4,8,33,100.75,278.0,755.0,3293
F,Time Limit Exceeded,Runtime Error,Runtime Error,G5,51,38,73.5,126.0,296.5,2534
F,Time Limit Exceeded,Runtime Error,Runtime Error,G6,437,10,84.0,172.0,403.0,25446
F,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G1,1,149,149.0,149.0,149.0,149
F,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G3,2,123,219.25,315.5,411.75,508
F,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G4,8,21,81.25,107.5,182.5,3644
F,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G5,35,21,55.5,160.0,467.0,8562
F,Time Limit Exceeded,Runtime Error,Time Limit Exceeded,G6,277,10,65.0,137.0,437.0,21534
F,Time Limit Exceeded,Runtime Error,Wrong Answer,G3,1,309,309.0,309.0,309.0,309
F,Time Limit Exceeded,Runtime Error,Wrong Answer,G4,4,50,89.75,212.5,2236.25,7979
F,Time Limit Exceeded,Runtime Error,Wrong Answer,G5,7,17,47.0,119.0,210.5,390
F,Time Limit Exceeded,Runtime Error,Wrong Answer,G6,170,8,56.25,143.5,420.5,37106
F,Time Limit Exceeded,Time Limit Exceeded,Accepted,G6,3639,7,158.0,452.0,1306.0,42864
F,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G2,4,112,182.5,808.0,1892.0,3338
F,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G3,3,79,116.0,153.0,619.5,1086
F,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G4,8,282,385.25,584.5,1678.5,2368
F,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G5,10,136,174.75,484.5,849.0,3290
F,Time Limit Exceeded,Time Limit Exceeded,Compile Error,G6,200,16,153.75,311.5,834.75,36638
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G1,1,304,304.0,304.0,304.0,304
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G2,2,169,232.25,295.5,358.75,422
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G3,5,102,466.0,582.0,1920.0,6881
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G4,22,98,328.0,910.5,2151.25,6212
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G5,72,21,242.25,595.5,1212.5,11448
F,Time Limit Exceeded,Time Limit Exceeded,Runtime Error,G6,660,14,217.0,537.5,1591.0,42057
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G1,1,140,140.0,140.0,140.0,140
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G2,39,78,190.0,287.0,633.0,3387
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G3,66,20,141.0,273.5,523.25,13147
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G4,144,29,177.75,368.0,1035.5,17663
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G5,543,6,164.0,352.0,855.5,38306
F,Time Limit Exceeded,Time Limit Exceeded,Time Limit Exceeded,G6,6828,6,140.0,304.0,689.25,43054
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G1,1,218,218.0,218.0,218.0,218
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G2,3,176,341.5,507.0,1982.0,3457
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G3,13,64,333.0,673.0,941.0,1992
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G4,42,110,265.25,510.0,1251.0,35341
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G5,120,29,368.75,674.0,1099.25,17673
F,Time Limit Exceeded,Time Limit Exceeded,Wrong Answer,G6,2111,7,194.5,485.0,1426.0,42492
F,Time Limit Exceeded,Wrong Answer,Accepted,G6,949,8,123.0,283.0,802.0,39405
F,Time Limit Exceeded,Wrong Answer,Compile Error,G4,4,163,253.0,298.5,511.5,1104
F,Time Limit Exceeded,Wrong Answer,Compile Error,G5,1,168,168.0,168.0,168.0,168
F,Time Limit Exceeded,Wrong Answer,Compile Error,G6,46,43,150.5,267.5,838.75,13000
F,Time Limit Exceeded,Wrong Answer,Runtime Error,G4,1,1752,1752.0,1752.0,1752.0,1752
F,Time Limit Exceeded,Wrong Answer,Runtime Error,G5,8,91,99.5,388.5,2587.0,27316
F,Time Limit Exceeded,Wrong Answer,Runtime Error,G6,127,11,130.0,429.0,1221.5,40575
F,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G2,3,64,65.0,66.0,299.0,532
F,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G3,8,87,180.75,358.0,501.75,702
F,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G4,22,19,102.0,234.5,614.25,5663
F,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G5,38,38,121.5,220.0,542.25,2951
F,Time Limit Exceeded,Wrong Answer,Time Limit Exceeded,G6,743,13,103.0,246.0,666.0,38909
F,Time Limit Exceeded,Wrong Answer,Wrong Answer,G3,11,28,68.0,139.0,234.5,6092
F,Time Limit Exceeded,Wrong Answer,Wrong Answer,G4,23,39,170.5,296.0,517.0,7923
F,Time Limit Exceeded,Wrong Answer,Wrong Answer,G5,113,29,115.0,232.0,434.0,39198
F,Time Limit Exceeded,Wrong Answer,Wrong Answer,G6,1980,7,91.0,211.0,527.0,42431
F,Wrong Answer,Compile Error,Accepted,G6,243,7,30.0,44.0,84.5,41763
F,Wrong Answer,Compile Error,Compile Error,G1,2,148,160.75,173.5,186.25,199
F,Wrong Answer,Compile Error,Compile Error,G2,1,106,106.0,106.0,106.0,106
F,Wrong Answer,Compile Error,Compile Error,G3,2,36,46.75,57.5,68.25,79
F,Wrong Answer,Compile Error,Compile Error,G4,3,42,54.5,67.0,77.5,88
F,Wrong Answer,Compile Error,Compile Error,G5,10,21,46.5,57.5,107.75,199
F,Wrong Answer,Compile Error,Compile Error,G6,137,6,29.0,45.0,96.0,3374
F,Wrong Answer,Compile Error,Runtime Error,G3,4,40,40.0,46.0,364.25,1301
F,Wrong Answer,Compile Error,Runtime Error,G5,4,32,65.75,81.5,4759.5,18780
F,Wrong Answer,Compile Error,Runtime Error,G6,46,14,31.0,41.5,64.5,10537
F,Wrong Answer,Compile Error,Time Limit Exceeded,G4,1,83,83.0,83.0,83.0,83
F,Wrong Answer,Compile Error,Time Limit Exceeded,G5,4,29,36.5,71.0,103.25,104
F,Wrong Answer,Compile Error,Time Limit Exceeded,G6,67,11,27.5,46.0,69.5,15509
F,Wrong Answer,Compile Error,Wrong Answer,G1,1,77,77.0,77.0,77.0,77
F,Wrong Answer,Compile Error,Wrong Answer,G2,3,15,40.5,66.0,94.5,123
F,Wrong Answer,Compile Error,Wrong Answer,G3,3,46,49.5,53.0,346.0,639
F,Wrong Answer,Compile Error,Wrong Answer,G4,11,41,61.0,116.0,159.5,221
F,Wrong Answer,Compile Error,Wrong Answer,G5,45,15,33.0,46.0,67.0,742
F,Wrong Answer,Compile Error,Wrong Answer,G6,640,5,28.0,41.0,72.0,25216
F,Wrong Answer,Runtime Error,Accepted,G6,626,9,69.0,160.0,463.25,34754
F,Wrong Answer,Runtime Error,Compile Error,G5,2,144,231.0,318.0,405.0,492
F,Wrong Answer,Runtime Error,Compile Error,G6,45,17,87.0,186.0,532.0,42719
F,Wrong Answer,Runtime Error,Runtime Error,G2,2,51,3313.75,6576.5,9839.25,13102
F,Wrong Answer,Runtime Error,Runtime Error,G3,5,65,144.0,345.0,351.0,848
F,Wrong Answer,Runtime Error,Runtime Error,G4,23,31,70.5,135.0,332.5,8495
F,Wrong Answer,Runtime Error,Runtime Error,G5,65,9,66.0,191.0,483.0,3011
F,Wrong Answer,Runtime Error,Runtime Error,G6,1138,2,69.0,145.0,368.5,42491
F,Wrong Answer,Runtime Error,Time Limit Exceeded,G3,1,309,309.0,309.0,309.0,309
F,Wrong Answer,Runtime Error,Time Limit Exceeded,G4,4,73,101.5,256.5,592.0,1162
F,Wrong Answer,Runtime Error,Time Limit Exceeded,G5,18,25,68.5,156.0,226.75,1147
F,Wrong Answer,Runtime Error,Time Limit Exceeded,G6,175,11,54.5,133.0,375.0,28976
F,Wrong Answer,Runtime Error,Wrong Answer,G2,1,162,162.0,162.0,162.0,162
F,Wrong Answer,Runtime Error,Wrong Answer,G3,9,77,129.0,422.0,600.0,5837
F,Wrong Answer,Runtime Error,Wrong Answer,G4,15,51,109.0,267.0,533.5,2013
F,Wrong Answer,Runtime Error,Wrong Answer,G5,70,20,58.25,102.5,239.0,19923
F,Wrong Answer,Runtime Error,Wrong Answer,G6,1305,6,66.0,148.0,387.0,36298
F,Wrong Answer,Time Limit Exceeded,Accepted,G6,869,11,134.0,361.0,1152.0,42999
F,Wrong Answer,Time Limit Exceeded,Compile Error,G3,2,91,318.75,546.5,774.25,1002
F,Wrong Answer,Time Limit Exceeded,Compile Error,G4,1,854,854.0,854.0,854.0,854
F,Wrong Answer,Time Limit Exceeded,Compile Error,G5,8,109,1122.5,1714.5,3456.0,36923
F,Wrong Answer,Time Limit Exceeded,Compile Error,G6,63,10,118.5,237.0,1047.5,24641
F,Wrong Answer,Time Limit Exceeded,Runtime Error,G3,2,276,384.25,492.5,600.75,709
F,Wrong Answer,Time Limit Exceeded,Runtime Error,G4,2,552,793.75,1035.5,1277.25,1519
F,Wrong Answer,Time Limit Exceeded,Runtime Error,G5,10,116,208.25,452.5,856.0,2807
F,Wrong Answer,Time Limit Exceeded,Runtime Error,G6,167,26,183.5,381.0,1036.0,41578
F,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G2,2,12,101.0,190.0,279.0,368
F,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G3,12,16,163.5,236.5,576.5,886
F,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G4,35,66,157.0,380.0,719.5,37113
F,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G5,104,12,139.75,273.0,590.0,33908
F,Wrong Answer,Time Limit Exceeded,Time Limit Exceeded,G6,1820,7,117.0,251.5,604.5,42136
F,Wrong Answer,Time Limit Exceeded,Wrong Answer,G3,2,209,230.0,251.0,272.0,293
F,Wrong Answer,Time Limit Exceeded,Wrong Answer,G4,11,37,187.5,372.0,910.5,1030
F,Wrong Answer,Time Limit Exceeded,Wrong Answer,G5,47,23,179.5,348.0,1361.0,31377
F,Wrong Answer,Time Limit Exceeded,Wrong Answer,G6,997,11,119.0,309.0,833.0,38351
F,Wrong Answer,Wrong Answer,Accepted,G6,20091,5,136.0,341.0,900.0,43199
F,Wrong Answer,Wrong Answer,Compile Error,G1,1,306,306.0,306.0,306.0,306
F,Wrong Answer,Wrong Answer,Compile Error,G2,3,178,350.0,522.0,1044.5,1567
F,Wrong Answer,Wrong Answer,Compile Error,G3,6,103,351.5,930.5,1582.25,1871
F,Wrong Answer,Wrong Answer,Compile Error,G4,15,39,129.5,390.0,1125.5,2810
F,Wrong Answer,Wrong Answer,Compile Error,G5,50,34,255.75,473.0,804.25,38020
F,Wrong Answer,Wrong Answer,Compile Error,G6,932,9,123.75,303.0,926.25,42137
F,Wrong Answer,Wrong Answer,Runtime Error,G2,2,550,2469.0,4388.0,6307.0,8226
F,Wrong Answer,Wrong Answer,Runtime Error,G3,10,48,185.0,534.5,1183.25,3912
F,Wrong Answer,Wrong Answer,Runtime Error,G4,29,35,391.0,735.0,986.0,14607
F,Wrong Answer,Wrong Answer,Runtime Error,G5,123,28,166.0,495.0,1168.5,27914
F,Wrong Answer,Wrong Answer,Runtime Error,G6,2200,8,168.75,425.5,1184.5,42332
F,Wrong Answer,Wrong Answer,Time Limit Exceeded,G1,1,179,179.0,179.0,179.0,179
F,Wrong Answer,Wrong Answer,Time Limit Exceeded,G2,3,24,153.5,283.0,992.5,1702
